ReferenceID,TypeofChange,Location,OldText,NewTextEN,NewTextFR,NewTextES,Language,Change to Structure,Text Change,Owner,LocationofJSON,Priority,Complete
C0286,Edit Text,"Ph. A Step 4 - Worth Browsing ""Organizations working to protect HRD""","Delete the paragraphs: 
To learn more about the protection of human rights defenders, consult a publication developed by Front Line International Foundation for Human Rights Defenders called Protection Manual for Human Rights Defenders 

Important work has been done on digital security and privacy for human rights defenders. To know more about digital security, consult the Front Line publication called Digital Security and Privacy for Human Rights Defenders, Chapter 1.2 on security awareness at: www.frontlinedefenders.org 

For more information about the United Nations Declaration on Human Rights Defenders, you can consult the section on human rights defenders on the web site of the Office of the High Commissioner for Human Rights at, www2.ohchr.org",,"Delete the paragraphs:
Pour en savoir davantage à propos de la protection des défenseurs des droits humains, vous pouvez consulter une publication élaborée par Front Line – Fondation internationale pour la protection des défenseurs des droits humains, intitulée Manuel de protection pour les défenseurs des droits humains.

Des recherches importantes ont été effectuées sur la sécurité informatique et la protection de la vie privée des défenseurs des droits humains. Pour en savoir plus sur la sécurité informatique, vous pouvez consulter la publication de Front Line intitulée Digital Security and Privacy for Human Rights Defenders, chapitre 1.2 sur la sécurité, à : www.frontlinedefenders.org (PDF en anglais). 

Pour obtenir plus d’information à propos de la Déclaration des Nations Unies sur les défenseurs des droits de l’homme, vous pouvez consulter la section sur les défenseurs des droits de l’homme se trouvant sur le site Web du Haut-Commissariat des Nations Unies aux droits de l’homme, à www2.ohchr.org","Delete: Para obtener más informaciones sobre la protección de los defensores de los derechos humanos, consulten la publicación de Front Line, Protección de Defensores/as de Derechos Humanos, llamada Manual de Protección para Defensores de Derechos Humanos.

Se ha efectuado un trabajo importante en el ámbito de la seguridad digital y la privacidad de los defensores de los derechos humanos. Para obtener más informaciones sobre seguridad digital, consulten la publicación Digital Security and Privacy for Human Rights Defenders, capítulo 1.2 (en inglés), sobre la conciencia en materia de riesgos para la seguridad : www.frontlinedefenders.org (en ingles). 

Para obtener mayor información sobre la Declaración de las Naciones Unidas sobre los Defensores de los Derechos Humanos, pueden consultar la sección de defensores de los derechos humanos, en sitio Web de la Oficina del Alto Comisionado por los Derechos Humanos en : www2.ohchr.org",,,TRUE,,,,
C0066,Edit Text,Ph. A Step 4 - Worth browsing,,"Worth browsing pop-up (Organizations working to protect human rights defenders): correct the following links that no longer work:
-	Civil Society Watch, www.civicus.org/csw/ To modify for: https://www.civicus.org/index.php/media-resources/media-releases/210-what-we-do/knowledge-analysis/527-civil-society-watch
-	Human Rights First - Defenders Alert Network, www.humanrightsfirst.org to modify for: www.humanrightsfirst.org/resource/resources-human-rights-defenders
-	International Federation for Human Rights (FIDH), www.fidh.org To modify for: www.fidh.org/en
-	International Gay and Lesbian Human Rights Commission – LGBT Defenders Network, www.iglhrc.org To modify for: Outright Action International: www.outrightinternational.org
-	Scholars at Risk Network, scholarsatrisk.nyu.edu New link: www.scholarsatrisk.org
-	Urgent Action Fund for Women’s Human Rights, www.urgentactionfund.org To modify for: https://urgentactionfund.org
-	Front Line publication called Digital Security and Privacy for Human Rights Defenders, Chapter 1.2 on security awareness at: www.frontlinedefenders.org  To modify for: www.frontlinedefenders.org/en/programme/digital-protection 
- AND ADD: Front Line, Protection Manual for Human Rights Defenders, www.frontlinedefenders.org/sites/default/files/protection_manual_-_english.pdf","Worth browsing pop-up (Organizations working to protect human rights defenders): correct the following links that no longer work:
-	Civil Society Watch, www.civicus.org/csw/ To modify for: https://www.civicus.org/index.php/fr/prenez-part/devenez-membre
-	Human Rights First - Defenders Alert Network, www.humanrightsfirst.org to modify for: www.humanrightsfirst.org/resource/resources-human-rights-defenders
-	International Federation for Human Rights (FIDH), www.fidh.org To modify for: www.fidh.org/fr
-	International Gay and Lesbian Human Rights Commission – LGBT Defenders Network, www.iglhrc.org To modify for: Outright Action International: www.outrightinternational.org
-	Scholars at Risk Network, scholarsatrisk.nyu.edu New link: www.scholarsatrisk.org
-	Urgent Action Fund for Women’s Human Rights, www.urgentactionfund.org To modify for: https://urgentactionfund.org
-	Front Line Defenders publication called Digital Security and Privacy for Human Rights Defenders, Chapter 1.2 on security awareness at: www.frontlinedefenders.org  To modify for: www.frontlinedefenders.org/en/programme/digital-protection
- FrontLine Defenders, Manuel de Protection pour les Défenseurs des Droits Humains: https://www.frontlinedefenders.org/fr/resource-publication/protection-manual-human-rights-defenders-0","Worth browsing pop-up (Organizations working to protect human rights defenders): correct the following links that no longer work:
-	Civil Society Watch, www.civicus.org/csw/ To modify for: https://www.civicus.org/index.php/fr/prenez-part/devenez-membre
-	Human Rights First - Defenders Alert Network, www.humanrightsfirst.org to modify for: www.humanrightsfirst.org/resource/resources-human-rights-defenders
-	International Federation for Human Rights (FIDH), www.fidh.org To modify for: www.fidh.org/fr
-	International Gay and Lesbian Human Rights Commission – LGBT Defenders Network, www.iglhrc.org To modify for: Outright Action International: www.outrightinternational.org
-	Scholars at Risk Network, scholarsatrisk.nyu.edu New link: www.scholarsatrisk.org
-	Urgent Action Fund for Women’s Human Rights, www.urgentactionfund.org To modify for: https://urgentactionfund.org
-	Front Line Defenders publication called Digital Security and Privacy for Human Rights Defenders, Chapter 1.2 on security awareness at: www.frontlinedefenders.org  To modify for: www.frontlinedefenders.org/en/programme/digital-protection
- FrontLine Defenders, Manuel de Protection pour les Défenseurs des Droits Humains: https://www.frontlinedefenders.org/fr/resource-publication/protection-manual-human-rights-defenders-0",EN,,TRUE,,,,
C0068,New Step,Ph. A Step 5-6,Step 5 to be split in 2,"Step 5: Learn about Human Rights (ALL CONTENT STARTING WITH List of Human Rights that may be affected)
  and Step 6: Meet with the community (ALL CONTENT UNTIL List of human rights...)","Step 5 to be split in 2: 
Step 5: Apprendre sur les droits humains (ALL CONTENT STARTING WITH Liste des droits humains pouvant être affectés)
Step 6: Rencontrer les communautés (ALL CONTENT UNTIL Liste des droits humains...)","Step 5 to be split in 2: 
Step 5: Apprender sobre los derechos humanos (ALL CONTENT STARTING WITH Derechos humanos que puedan ser vulnerados)
Step 6: Encontrarse con las comunidades (ALL CONTENT BEFORE Derechos humanos que puedan ser vulnerados",EN,TRUE,,,Step,,
C0287,Move Text,Ph. A Step 5,,Definition Pop-up What are human rights? To be included in step 5,Pop-up:  qu'est-ce que les droits humains ? TO BE MOVED INTO STEP 5,Pop-up:  qué son los derechos humanos ? TO BE MOVED INTO STEP 5,,TRUE,,,,,
C0070,New Popup,Ph. A Step 5 -- List of human rights that may be affected,,Short definition for each human right should appear when clicking on the right - or DEFINITION ICON,Short definition for each human right should appear when clicking on the right - or DEFINITION ICON,Short definition for each human right should appear when clicking on the right - or DEFINITION ICON,,TRUE,,,,,
C0071,New Info Box,Ph. A Step 5 -- Many of the rights addressed in a human rights impact assessment are explained in UN General Comments or General Recommendations.,"Many of the rights addressed in a human rights impact assessment are explained in UN General Comments or General Recommendations. [Worth Browsing Arrow]

[box titled] The importance of engaging affected communities

Before you meet with the community, it is helpful for the team to have a basic understanding of human rights so that the team members can make the connection between problems raised by community members and human rights. For example, a resident may complain that locals can no longer drink the water because of pollution. The well-informed team members can then explain to the community that access to safe drinking water is a human right.""","Replace with: [Box title] The importance of engaging affected communities
A human rights impact assessment centered on the community requires the active involvement of people living in the communities affected by the investment project. Experience has shown that it is valuable to conduct meetings and consultations with these communities early in the process in order to ensure that they are actively engaged in the whole process.
[FOLLOWED BY THIS PARAGRAPH]:
Before you meet with the community, it is helpful for the team to have a basic understanding of human rights so that the team members can make the connection between problems raised by community members and human rights. For example, a resident may complain that locals can no longer drink the water because of pollution. The well-informed team members can then explain to the community that access to safe drinking water is a human right.
[AND THEN THIS SENTENCE]:
Many of the rights addressed in a human rights impact assessment are explained in UN General Comments or General Recommendations [WORTH BROWSING Arrow]","Replace with: L'importance d'impliquer activement les communautés affectées
FOLLOWED BY EXISTING PARA:
La réalisation d’une étude d’impact sur les droits humains centrée sur la communauté nécessite la participation active des personnes qui vivent dans les communautés touchées par le projet d’investissement. L’expérience a montré qu’il était utile de tenir des rencontres et des consultations avec les membres de ces communautés dès le tout début du processus, afin de s’assurer que ces acteurs prennent pleinement part à la démarche.
THEN THE FOLLOWING PARA:
Avant de rencontrer les communautés, les membres de l’équipe devraient s’assurer de posséder une compréhension de base des droits humains pour être en mesure de faire des liens entre ces droits et les problèmes soulevés par les membres des communautés. Par exemple, un résident peut se plaindre que les habitants de la région ne peuvent plus boire d’eau en raison de la pollution. Étant bien informés, les membres de l’équipe pourront alors expliquer à la communauté que l’accès à l’eau potable constitue un droit humain.
THEN THIS SENTENCE WHICH CONNECTS TO A WORTH BROWSING POP-UP
Un grand nombre des droits abordés dans le cadre de cette étude sont expliqués dans les Observations générales ou les Recommandations générales.","Onscreen box should start with the current paragraph (Una evaluacion de derechos humanos...) FOLLOWED BY:
Antes de reunirse con la comunidad... 
FOLLOWED BY 
Muchos de los derechos comprendidos... (WORTH BROWSING )",,TRUE,,,,,
C0075,Edit Text,Ph. A Step 5 -- Capacity building – What are human rights?,"When meeting with local communities, experience has shown that it is important to take the time to share knowledge about human rights. To ensure that participants take ownership of the process, it may be useful to ask them what each right means to them. This should be expressed in the participant’s own language, in ways specific to their culture.

To help you with this step, here is an overview of human rights as well as a list of important documents and resources that may be helpful to you throughout the assessment process. This guide focuses on the rights contained in the International Covenant on Civil and Political Rights and the International Covenant on Economic, Social and Cultural Rights.","Add following two paragraphs at end of section: There might be rights that are not included in this list but are recognized in your country. If these rights are affected or could be affected by the investment project, you should consider including them in your assessment. Although the guide will not provide specific questions for these rights, you can develop your own questions basing yourself on questions developed for other rights.
This should also include a specific review of the right to gender equality and non-discrimination, the crosscutting nature of gender rights and how they apply to the community. Making sure women and gender minorities understand the rights to which they are fundamentally entitled will help facilitate their active participation in the assessment process as well as enable them to advocate for their own rights.","Add following 2 paragraphs at the end of section:
Il peut y avoir des droits qui ne sont pas inclus dans cette liste mais qui sont reconnus dans votre pays. Si ces droits sont affectés ou pourraient être affectés par le projet d'investissement, vous devriez envisager de les inclure dans votre évaluation. Bien que le guide ne fournisse pas de questions spécifiques pour ces droits, vous pouvez développer vos propres questions en vous basant sur les questions développées pour d'autres droits.
Cette évaluation devrait également inclure un examen spécifique du droit à l'égalité des sexes et à la non-discrimination, de la nature transversale des droits liés au genre et de la manière dont ils s'appliquent à la communauté. S'assurer que les femmes et les minorités de genre comprennent les droits auxquels elles ont fondamentalement droit facilitera leur participation active au processus d'évaluation et leur permettra de défendre leurs propres droits.","Add following two paragrahs at the end of the section:
Cabe la posibilidad de que en esta lista no se hayan incluido derechos que sí existan en el país de usted. Si estos derechos se ven o se pueden ver afectados por el proyecto de inversión, considere incluirlos en su evaluación. Aunque en la guía no vendrán preguntas específicas sobre estos derechos, usted podrá elaborar sus propias preguntas con base en las preguntas elaboradas sobre otros derechos.
En esto se debería incluir también una revisión específica del derecho a la igualdad y a la no discriminación de género, el carácter transversal de los derechos de género y cómo se aplican estos a la comunidad. Asegurarse de que tanto mujeres como minorías de género entiendan los derechos que son fundamentalmente suyos facilitará su participación activa en el proceso de evaluación y, además, les dará la capacidad de promover sus propios derechos.",,,TRUE,,,,
C0074,Edit Text,Ph. A Step 5 -- Learn more tab - The right to gender equality,"This right is protected under Article 3 of the International Covenant on Civil and Political Rights and the International Covenant on Economic, Social and Cultural Rights

The States Parties to the present Covenant undertake to ensure the equal right of men and women to the enjoyment of all economic, social and cultural rights set forth in the present Covenant.

The right to gender equality, just as the right to non-discrimination, is not a stand-alone provision. It applies to all human rights presented in the International Covenants and means that men and women should equally enjoy these rights:

Further explanation:

The equal right of men and women to the enjoyment of all human rights is one of the fundamental principles recognized under international law and enshrined in the main international human rights instruments. (...)

Inequality in the enjoyment of rights by women throughout the world is deeply embedded in tradition, history and culture, including religious attitudes. The subordinate role of women in some countries is illustrated by the high incidence of prenatal sex selection and abortion of female foetuses. States parties should ensure that traditional, historical, religious or cultural attitudes are not used to justify violations of women's right to equality before the law and to equal enjoyment of all Covenant rights.

Source: General Comment 28, Human Rights Committee, Office of the United Nations High Commissioner for Human Rights (2000).","Add below “Source: General Comment…”:
As defined in Article 1 in the Convention on the Elimination of All Forms of Discrimination against Women (CEDAW), the term “discrimination against women” shall mean any distinction, exclusion or restriction made on the basis of sex which has the effect or purpose of impairing or nullifying the recognition, enjoyment or exercise by women, irrespective of their marital status, on a basis of equality of men and women, of human rights and fundamental freedoms in the political, economic, social, cultural civil or any other field.","Add below Source: Observation générale 28...
Comme défini à l'article 1 de la Convention sur l'élimination de toutes les formes de discrimination à l'égard des femmes (CEDAW), l'expression ""discrimination à l'égard des femmes"" désigne toute distinction, exclusion ou restriction fondée sur le sexe qui a pour effet ou pour but de compromettre ou de détruire la reconnaissance, la jouissance ou l'exercice par les femmes, quel que soit leur état matrimonial, sur la base de l'égalité de l'homme et de la femme, des droits humains et des libertés fondamentales dans les domaines politique, économique, social et culturel, civil ou autres.","Add below Fuente: Observacion générale 28...
Como se define en el Artículo 1 de la Convención sobre la Eliminación de Todas las Formas de Discriminación contra la Mujer (CEDAW), la expresión ""discriminación contra la mujer"" denotará toda distinción, exclusión o restricción basada en el sexo que tenga por objeto o resultado menoscabar o anular el reconocimiento, goce o ejercicio por la mujer, independientemente de su estado civil, sobre la base de la igualdad del hombre y la mujer, de los derechos humanos y las libertades fundamentales en las esferas política, económica, social, cultural y civil o en cualquier otra esfera.",,,TRUE,,,,
C0076,Edit Text,Ph. A Step 5 -- Worth browsing tab -- Many of the rights addressed in a human rights impact assessment are explained in UN General Comments or General Recommendations,"Many of the rights addressed in a human rights impact assessment are explained in UN General Comments or General Recommendations
Committees of independent experts called Treaty Monitoring Bodies drafted these documents (see Step 16 for more information on the Treaty Monitoring bodies). These bodies monitor whether a state is complying with its obligations as stated in these documents. The Office of the UN High Commissioner for Human Rights has a website (www.ohchr.org) that contains a great deal of important information on human rights. After opening the main page, go to Your Human Rights and then select Human Rights Issues. On this page, you will find different issues with interesting resources for each right. Another good source of information is the UN Cyberschoolbus website, which explains many rights in plain language. You can access a list of rights at www.un.org. Many of the explanations used here are taken from this website.","Replace by: 
Committees of independent experts called Treaty Monitoring Bodies drafted these documents (see Step 16 for more information on the Treaty Monitoring bodies).  These bodies monitor whether a state is complying with its obligations as stated in these documents. The Office of the UN High Commissioner for Human Rights has a website (https://www.ohchr.org/EN/HRBodies/Pages/TreatyBodies.aspx) that contains a great deal of important information on human rights. After opening the main page, go to ‘Human Rights Bodies’ and then select ‘Treaty Bodies’. On this page, you will find different issues with interesting resources for each right.","Replace by:
Ces documents ont été rédigés par des comités constitués d’experts indépendants appelés organes de surveillance de l’application des traités (voir étape 16 – Le gouvernement et le contexte national en matière de droits humains). Ces organes exercent une surveillance afin de déterminer si un État se conforme aux obligations énoncées dans ces instruments. Le Haut-Commissariat des Nations Unies aux droits de l’homme possède un site Web (https://www.ohchr.org/FR/Pages/Home.aspx) qui contient une mine de précieux renseignements sur les droits humains. Après avoir accédé à la page d’accueil, allez à Organes des Droits de l'homme et sélectionnez Organes de traités. Sur cette page, vous trouverez différents sujets et des ressources intéressantes pour chaque droit.","Replace by:
Estos documentos fueron redactados por comités de expertos independientes, denominados órganos de vigilancia de los tratados (pueden encontrar más informaciones sobre estos órganos en la Etapa 15). Estos órganos vigilan si un país está cumpliendo con sus obligaciones tal como lo estipulan estos documentos. El sitio Web de la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos (www.ohchr.org) contiene una gran cantidad de información importante sobre los derechos humanos. Una vez abierta la página principal, diríjanse a “Organos de derechos humanos” y luego seleccionen “Organos de tratados”.",,,TRUE,,,,
C0072,Edit Text,Ph. A Step 5 -- Worth browsing tab,,"Fix following links: 
-	Right to liberty and security - United Nations Working Group on Arbitrary Detention, www2.ohchr.org Change for this one: http://www.ohchr.org/EN/Issues/Detention/Pages/WGADIndex.aspx
-	Freedom of opinion - delete the instructions to find the Special Rapporteur for the following: Website of the United Nations Special Rapporteur: www.ohchr.org/EN/Issues/FreedomOpinion/Pages/OpinionIndex.aspx
-	Right to food - Virtual library on the right to food.www.fao.org Food and Agriculture Organization. To change for: FAO Knowledge Centre: www.fao.org/righttofood/knowledge-centre/en/
-	Website of the United Nations Special Rapporteur on the Right to Food, (www.ohchr.org) Change for this site: www.ohchr.org/EN/Issues/Food/Pages/FoodIndex.aspx",,,,,TRUE,,,,
