ReferenceID,TypeofChange,Location,OldText,NewTextEN,NewTextFR,NewTextES,Language,Change to Structure,Text Change,Owner,LocationofJSON,Priority,Complete
C0179,New Popup,Ph. B Step 11 -- New gender learn more tab,,"Add new gender pop up: Gender and intersectionality in company’s processes
Companies should include gender considerations into their policies and processes. This should be reflected within the various documents developed to mitigate the impacts, clarify agreements with local communities, establish grievance mechanisms processes, etc.  When reviewing those documents, look for specific measures developed to address the needs of women, girls and gender diverse peoples. You may find specific commitments made by the company to increase respect for their rights and some measures aiming at further protecting them. Some of those documents can be highly technical and you may need additional support to review them. Examples of key documents to analyze include: 
-	Environmental and social impact assessment (the ESIA should identify specific impact on women, girls and gender diverse peoples)
-	Environmental and social impact management plans (proposed measures to respond to the gender impacts identified in the ESIA)
-	Resettlement action plans (in cases where relocation is required, are there specific measures taken into consideration the different gender needs women, men and gender diverse people may have?)
-	Company-community benefit-sharing and compensation agreements (How are women’s needs covered into those agreements? Do the agreements ensure women’s rights are taken into consideration regardless of possible limited protection of women’s rights within the national legal framework?)
-	Community development plans (Do they include support for women’s self-identified empowerment programs or livelihood strategies?)
-	Company-community engagement, consultation and decision-making plans (any specific measures to ensure women and gender diverse peoples are meaningfully engaged in those processes?)
-	Grievance mechanism protocols (Are there measures to ensure women and gender diverse peoples have equal access to the mechanisms?) Corporate grievance mechanisms must be accessible, efficient, safe and fair to women. For example, businesses should make sure these mechanisms are accessible to women, taking account of barriers they are more likely to face with respect to language, literacy levels, access to information and digital technology, mobility and time poverty due to unpaid care responsibilities
-	Local procurement and employment plans (Do they include specific measures to increase sourcing from women-led businesses or strategies to increase employment for women?) 
-	Safety and security plans including in agreements or contracts with external security providers (Are there any specific protections for women, girls and gender diverse peoples?)
-	Vigilance plan – as required under the French law on duty of care (the plan should include specific risks women and diverse gender peoples could face and mitigate those risks accordingly)
-	Some interesting examples and recommendations to governments and companies on how to integrate gender in their policies and practices are described in ActionAid’s report We Mean Business – Protecting Women’s rights in Global Supply Chain: https://actionaid.org/sites/default/files/publications/We%20Mean%20Business%20-%20Protecting%20Womens%20Rights%20in%20Global%20Supply%20Chains_ActionAid_March%202020.pdf","Le genre et l'intersectionnalité dans les processus de l'entreprise
Les entreprises doivent intégrer les considérations de genre dans leurs politiques et processus. Cela devrait se refléter dans les divers documents élaborés pour atténuer les impacts, clarifier les accords avec les communautés locales, établir des processus de mécanismes de réclamation, etc.  Lors de l'examen de ces documents, recherchez les mesures spécifiques élaborées pour répondre aux besoins des femmes, des jeunes filles et des personnes non-conformes au genre. Vous trouverez peut-être des engagements spécifiques pris par l'entreprise pour accroître le respect de leurs droits et certaines mesures visant à les protéger davantage. Certains de ces documents peuvent être très techniques et vous aurez peut-être besoin d'un soutien supplémentaire pour les examiner. Voici quelques exemples de documents clés à analyser : 
-	Évaluation de l'impact environnemental et social (l'ESIA doit identifier l'impact spécifique sur les femmes, les filles et les personnes de genres variés).
-	Plans de gestion des incidences environnementales et sociales (mesures proposées pour répondre aux incidences sur les femmes et les hommes identifiées dans l'ESIA).
-	Plans d'action pour la réinstallation (dans les cas où une réinstallation est nécessaire, existe-t-il des mesures spécifiques prenant en compte les différents besoins des femmes, des hommes et des personnes non-conformes au genre ?)
-	Accords de partage des avantages et de compensation entre l'entreprise et la communauté (comment les besoins des femmes sont-ils pris en compte dans ces accords ? Les accords garantissent-ils la prise en compte des droits des femmes, indépendamment de l'éventuelle protection limitée des droits des femmes dans le cadre juridique national ?)
-	Plans de développement communautaire (incluent-ils un soutien aux programmes d'autonomisation ou aux stratégies de subsistance identifiés par les femmes elles-mêmes ?)
-	Plans d'engagement, de consultation et de prise de décision entre l'entreprise et la communauté (existe-t-il des mesures spécifiques pour garantir que les femmes et les personnes non-conformes au genre participent de manière significative à ces processus ?)
-	Protocoles relatifs aux mécanismes de règlement des griefs (existe-t-il des mesures visant à garantir que les femmes et les personnes de genres variés ont un accès égal à ces mécanismes ?) Les mécanismes de règlement des griefs des entreprises doivent être accessibles, efficaces, sûrs et équitables pour les femmes. Par exemple, les entreprises doivent s'assurer que ces mécanismes sont accessibles aux femmes, en tenant compte des obstacles qu'elles sont plus susceptibles de rencontrer en matière de langue, de niveau d'alphabétisation, d'accès à l'information et aux technologies numériques, de mobilité et de manque de temps dû à des responsabilités de soins non rémunérées
-	Plans d'approvisionnement et d'emploi locaux (incluent-ils des mesures spécifiques pour augmenter l'approvisionnement auprès d'entreprises dirigées par des femmes ou des stratégies pour augmenter l'emploi des femmes) ? 
-	Plans de sûreté et de sécurité, y compris dans les accords ou contrats avec des fournisseurs de sécurité externes (y a-t-il des protections spécifiques pour les femmes, les filles et les personnes non-conformes au genre ?)
-	Plan de vigilance - comme l'exige la loi française sur le devoir de vigilance (le plan doit inclure les risques spécifiques auxquels les femmes et les personnes non-conformes au genre pourraient être confrontées et atténuer ces risques en conséquence).
-	Des exemples intéressants et des recommandations aux gouvernements et aux entreprises sur la manière d'intégrer le genre dans leurs politiques et leurs pratiques sont décrits dans le rapport d'ActionAid intitulé We Mean Business - Protecting Women's rights in Global Supply Chain : https://actionaid.org/sites/default/files/publications/We%20Mean%20Business%20-%20Protecting%20Women","El género y la interseccionalidad en los procesos de la empresa
Las empresas deberían incluir consideraciones de género en sus políticas y procesos. Esto debe reflejarse en los distintos documentos elaborados para mitigar los impactos, aclarar los acuerdos con las comunidades locales, establecer procesos de mecanismos de reclamación, etc.  Al revisar esos documentos, busquen medidas específicas elaboradas para abordar las necesidades de las mujeres, las muchachas y las personas de género diverso. Es posible que encuentren compromisos específicos asumidos por la empresa para aumentar el respeto de sus derechos y algunas medidas destinadas a protegerlos aún más. Algunos de estos documentos pueden ser muy técnicos y es posible que necesiten apoyo extra para revisarlos. Entre los documentos clave por analizar figuran: 
-	Evaluación de impacto ambiental y social (en la ESIA se debe identificar el impacto en las mujeres, las muchachas y las personas de género diverso)
-	Planes de manejo de impacto ambiental y social (medidas propuesta para responder a los impactos de género identificados en la ESIA)
-	Planes de acción de reasentamiento (en casos donde se requiera el reasentamiento, ¿hay medidas específicas que tomen en consideración las distintas necesidades de género que puedan tener mujeres, hombres y personas de género diverso?)
-	Acuerdos de reparto de beneficios y compensación entre empresa y comunidad ¿Cómo se contemplan las necesidades de las mujeres en estos acuerdos? ¿Los acuerdos garantizan que se tomen en consideración los derechos de las mujeres, independientemente de la posible protección limitada de los derechos de la mujer en el marco jurídico nacional?)
-	Planes de desarrollo comunitario (¿Incluyen el apoyo de programas de empoderamiento de las mujeres o a estrategias de subsistencia identificados por ellas mismas?)
-	Interacción, planes de consulta y toma de decisiones entre empresa y comunidad (¿alguna medida específica para garantizar que las mujeres y las personas de género diverso participen de manera significativa en esos procesos?)
-	Protocolos de mecanismos de reclamaciones (¿Hay medidas para garantizar que las mujeres y personas de género diverso cuenten con acceso igualitario a los mecanismos?) Los mecanismos empresariales de reclamación deben ser accesibles, eficientes, seguros y justos para las mujeres. Por ejemplo, las empresas deben asegurarse de que estos mecanismos sean accesibles para las mujeres, habida cuenta de las barreras que sea más probable que enfrenten con respecto a idioma, niveles de alfabetización, acceso a la información y tecnología digital, movilidad y escasez de tiempo debido a responsabilidades de cuidado sin remuneración
-	Planes locales de aprovisionamiento y empleo (¿Incluyen medidas específicas para aumentar las compras en negocios dirigidos por mujeres o estrategias para aumentar el empleo femenino?) 
-	Planes de seguridad, también en acuerdos o contratos con proveedoras de seguridad externas (¿Hay alguna protección específica para las mujeres, las muchachas y las personas de género diverso?)
-	Plan de vigilancia, como lo exige la ley francés del deber de vigilancia (el plan debe mencionar riesgos específicos que puedan enfrentar las mujeres y las personas de género diverso y mitigarlos como corresponda)
-	Algunos ejemplos y recomendaciones interesantes para gobiernos y empresas de cómo integrar el género a sus políticas y prácticas constan en el informe de ActionAid We Mean Business – Protecting Women’s rights in Global Supply Chain: https://actionaid.org/sites/default/files/publications/We%20Mean%20Business%20-%20Protecting%20Womens%20Rights%20in%20Global%20Supply%20Chains_ActionAid_March%202020.pdf",EN,TRUE,,,,,
C0184,Edit Text,Ph. B Step 12 -- Worth Browsing Tab -- Has your government signed a bilateral investment treaty?,"To find the bilateral investment treaties that a country has signed, you can consult the United Nations Conference on Trade and Development (UNCTAD) website at www.unctadxi.org.","Replace text on left with: To find the bilateral investment treaties that a country has signed, you can consult the Investment Policy Hub of the United Nations Conference on Trade and Development (UNCTAD) at: http://investmentpolicyhub.unctad.org – and select “Country Navigator”.","Replace the following text :""Pour obtenir plus d’information sur les traités d’investissement, voir IIED, Strengthening Citizens’ Oversight of Foreign Investment: Investment Law and Sustainable Development, Briefing 2: Investment treaties. www.iied.org"" WITH:

Pour trouver les traités bilatéraux d'investissement qu'un pays a signés, vous pouvez consulter l'Investment Policy Hub de la Conférence des Nations Unies sur le commerce et le développement (CNUCED) à l'adresse suivante : http://investmentpolicyhub.unctad.org (Et sélectionner « Country Navigator »).",,EN,,TRUE,,,,
C0189,Edit Text,Ph. B Step 11 -- 11A -- end of the list of questions,,"Add at the end of the list of questions: 
•	Does the company have a gender policy?
•	Do corporate codes of conduct mention gender equality, interdiction of discrimination and gender-based violence? 
•	Has the company made a commitment to the United Nations Women’s Empowerment Principles? (https://www.weps.org/) 
•	Has the company concluded any international framework agreements regarding gender equality?
•	Is there a history of or reported pattern of workplace discrimination in terms of work opportunity and development? Is political, physical or sexual harassment part of workplace or community environments? 
•	Does the company work with private security?","•	 L'entreprise a-t-elle une politique en matière de genre ?
•	 Les codes de conduite des entreprises mentionnent-ils l'égalité de genre, l'interdiction de la discrimination et de la violence basée sur le genre ? 
•	 L'entreprise s'est-elle engagée à respecter les principes d'autonomisation des femmes des Nations unies ? (https://www.weps.org/) 
•	 L'entreprise a-t-elle conclu des accords-cadres internationaux concernant l'égalité de genre ?
•	Existe-t-il des antécédents ou un modèle signalé de discrimination sur le lieu de travail en termes d'opportunités de travail et de développement ? Le harcèlement politique, physique ou sexuel fait-il partie de l'environnement de travail ou de la communauté ? 
•	L'entreprise travaille-t-elle avec des services de sécurité privés ?","•	¿La empresa tiene una política de género?
•	¿Los códigos de conducta de la empresa mencionan la igualdad de género, la prohibición de la discriminación y de la violencia de género? 
•	¿La empresa ha hecho un compromiso con los Principios de Empoderamiento de la Mujer de las Naciones Unidas? (https://www.weps.org/) 
•	¿La empresa ha concluido algún acuerdo de marco internacional respecto a la igualdad de género?
•	¿Hay un historial o una tendencia reportada de discriminación en el lugar de trabajo en cuanto a oportunidades de trabajo y desarrollo? ¿El acoso político, físico o sexual es parte de entornos del lugar de trabajo o de la comunidad? 
•	¿La empresa cuenta con seguridad privada?",EN,,TRUE,,,,
C0190,Edit Text,Ph. B Step 11 -- 11A -- Where can you find information about the company? -- Learn more tab,,"PART 2 (Continuation of previous entry)
Where to next?
Media and news sources
***PARAGRAPH ON MEDIA REPORTS TO INCLUDE HERE. 
THEN:
Begin research by exploring the company website and reading through media reports 
a.	Wikipedia can be a good place to look first to read a very brief overview of the company – only use as a first resource to introduce yourself to the company before going on to the company website or other reports, as it can contextualize more specific details within the broader business model and objectives of the corporation.
b.	Familiarize yourself with the human rights record of the company by searching the name of the company on civil society websites such as Human Rights Watch, Amnesty International, and Oxfam to determine if they have been involved in human rights violations or reports in the past in any way (these organizations not only produce long, detailed reports but also shorter briefs and news articles perfect for preliminary research exploration)
c.	News media sites (search for the name of the company, or one of their most senior executives, in the search bar of the media websites): 
- The Guardian, The Atlantic, FP (www.foreignpolicy.com): generally produce longer articles and reports exploring corporate conduct or allegations of inappropriate/abusive behavior 
- New York Times, Washington Post, NPR, BBC: Even just skimming the article titles will give you some background on the company and its public media perception or contested business activity 
- Wall Street Journal, Bloomberg, the Economist, Business Insider, Forbes: focus of these publications is, in general, more on economics and business; considered to be more aligned with corporations, and may present more pro-business opinions than more fiscally liberal sources like the NY Times: valuable sources to consult if looking to understand the business case (or for contextual reading before meeting with the company) 

Lastly, given the long-term nature of the project, it can be helpful to set up a google alert using the name of the company, which will send you emails each morning scanning the Internet for recent news or articles using your specific term.

Conferences: Speeches and presentations made by company representatives at conferences can sometimes include a great deal of information about a particular project. Many conferences, or their sponsors, have a website where these presentations are available. The easiest way to find this information is through an Internet search of the company name, or of an individual that you know is associated with the project. This step may be time consuming and the results are uncertain. However, if you find a speech that directly pertains to the investment you are interested in, it could be worth taking the time.

Major lenders, such as the development banks: Unlike commercial banks, development banks, such as the World Bank or the African Development Bank, publish information about the projects they are funding. It is worth visiting their website or contacting their local office to find out what information is available. It is more difficult to get this information from a commercial bank.","PART 2 (Continuation of previous entry)
Où aller ensuite ? Médias et sources d'information
***EXISTING PARAGRAPH ON ""Les reportages des médias"" TO INCLUDE HERE. 
THEN:
Commencez vos recherches en explorant le site Web de l'entreprise et en lisant les rapports des médias. 
a.	Wikipedia peut être un bon point de départ pour lire un bref aperçu de l'entreprise - à n'utiliser qu'en tant que première ressource pour se présenter à l'entreprise avant de consulter le site Web de l'entreprise ou d'autres rapports, car il permet de replacer les détails plus spécifiques dans le contexte plus large du modèle commercial et des objectifs de la société.
b.	Familiarisez-vous avec le bilan de l'entreprise en matière de droits humains en recherchant le nom de l'entreprise sur des sites Web de la société civile tels que Human Rights Watch, Amnesty International et Oxfam afin de déterminer si elle a été impliquée dans des violations des droits humains ou des rapports dans le passé, de quelque manière que ce soit (ces organisations produisent non seulement des rapports longs et détaillés, mais aussi des mémoires et des articles d'actualité plus courts, parfaits pour une exploration préliminaire de la recherche).
c.	Sites des médias d'information (recherchez le nom de l'entreprise, ou de l'un de ses plus hauts dirigeants, dans la barre de recherche des sites des médias) : 
- The Guardian, The Atlantic, FP (www.foreignpolicy.com) : produisent généralement des articles et des rapports plus longs explorant la conduite des entreprises ou les allégations de comportement inapproprié/abusif. 
- New York Times, Washington Post, NPR, BBC : Le simple fait de parcourir les titres des articles vous donnera un aperçu de l'entreprise et de sa perception dans les médias publics ou de son activité commerciale contestée. 
- Wall Street Journal, Bloomberg, the Economist, Business Insider, Forbes : ces publications se concentrent, en général, davantage sur l'économie et les affaires ; elles sont considérées comme plus proches des entreprises et peuvent présenter des opinions plus favorables aux entreprises que des sources plus libérales sur le plan fiscal comme le NY Times : des sources précieuses à consulter si vous cherchez à comprendre l'analyse de rentabilité (ou pour une lecture contextuelle avant de rencontrer l'entreprise). 

Enfin, étant donné la nature à long terme du projet, il peut être utile de mettre en place une alerte Google en utilisant le nom de l'entreprise, ce qui vous enverra des courriels chaque matin pour rechercher sur Internet des nouvelles ou des articles récents utilisant votre terme spécifique. 

Les conférences : Les discours et les allocutions faits par les représentants de l’entreprise dans le cadre de conférences contiennent parfois beaucoup d’information sur un projet en particulier. De nombreuses conférences, ou leurs commanditaires, ont un site Web où sont affichées ces présentations. La façon la plus facile de trouver cette information est de procéder à une recherche sur Internet à partir du nom de l’entreprise ou de celui d’une personne dont vous savez qu’elle est associée au projet. Ce type de démarche exige parfois beaucoup de temps, et ses résultats demeurent incertains. Toutefois, si vous trouvez un discours qui porte directement sur le projet d’investissement qui vous intéresse, toutes vos recherches en auront valu la peine.

Les prêteurs importants, comme les banques de développement : Contrairement aux banques commerciales, les banques de développement telles que la Banque mondiale ou la Banque africaine de développement publient de l’information sur les projets qu’elles financent. Il vaut la peine de visiter leur site Web ou de communiquer avec leur succursale locale pour déterminer quels sont les renseignements disponibles. Il est plus difficile d’obtenir ce type d’information auprès d’une banque commerciale.","PART 2 (Continuation of previous entry)
¿Y luego, adónde? Medios y fuentes de noticias
***EXISTING PARAGRAPH ON ""Informes de los medios de comunicación"" TO INCLUDE HERE. 
THEN:
Comience su investigación explorando el sitio web de la empresa y leyendo lo que se escribe de ella en los medios
a.	Wikipedia puede ser un buen punto de partida para leer un resumen muy breve y general de la empresa; conviene usar esta fuente exclusivamente como primer recurso a modo de introducción a la empresa antes de acudir al sitio web de esta u otros escritos sobre ella, pues así se contará con el contexto de detalles más específicos del modelo de negocios y los objetivos de la empresa en general.
b.	Familiarícese con el historial de derechos humanos de la empresa mediante una búsqueda del nombre de la empresa en sitios de la sociedad civil como Human Rights Watch, Amnistía Internacional y Oxfam a fin de determinar si la empresa ha estado implicada en violaciones a los derechos humanos o en algún informe anterior del modo que haya sido (estas organizaciones no solo generan informes extensos y detallados, sino también resúmenes y artículos de noticias más breves que son perfectos para la exploración de la investigación preliminar).
c.	Sitios de medios noticiosos (se puede buscar el nombre de la empresa, o el de alguno de sus directivos, en la barra de búsqueda de los sitios web de medios):
- The Guardian, The Atlantic, FP (www.foreignpolicy.com): por lo común generan artículos y reportajes más extensos donde se explora la conducta empresarial o las acusaciones de conducta indebida o abusiva.
- The New York Times, The Washington Post, NPR, BBC: basta con leer por encima los encabezados de los artículos de estos medios para darse una idea de la empresa y de cómo se la percibe en los medios públicos o de su actividad empresarial disputada.
- The Wall Street Journal, Bloomberg, The Economist, Business Insider, Forbes: estas publicaciones, por lo general, se concentran más en economía y negocios; se les considera más afines a las grandes empresas y pueden presentar opiniones más a favor de estas que otras fuentes de ánimo más liberal en lo fiscal como The New York Times; son fuentes de consulta valiosas si se quiere entender el caso de negocios (o como lectura de contextualización antes de reunirse con la empresa).

Por último, dado el carácter de largo plazo del proyecto, puede ser de utilidad configurar una alerta de Google que responda al nombre de la empresa; así recibirá usted cada mañana un correo electrónico con un vaciado de noticias o artículos recientes de Internet donde se mencione el término que usted especifique.
 ADD AT THE END: 
Conferencias: los discursos y las presentaciones de los representantes de la empresa en conferencias pueden incluir a veces una gran cantidad de información sobre un proyecto en particular. Numerosas conferencias, o sus patrocinadores, tienen sitios Web en los cuales dichas presentaciones están disponibles. La manera más fácil de encontrar esta información es mediante una búsqueda en Internet por el nombre de la compañía o el de alguna persona que se sepa que está asociado con el proyecto. Esta etapa puede ser larga y los resultados inciertos. Sin embargo, si encontraran un discurso que se refiera directamente a la inversión en la que están interesados, valdrá la pena haber tomado el tiempo para buscarlo.

Principales prestamistas, tales como bancos de desarrollo: a diferencia de los bancos comerciales, los bancos de desarroll",EN,,TRUE,,,,
C0191,New Popup,Ph. B Step 11 -- Guidance on power map -- New gender pop up,,"Add gender pop-up: 
- 	You should consider co-creating a power map with a variety of voices, particularly those that are affected by power abuse and have ideas about how to influence transformational change (like women, local communities, and women’s rights activists under threat and organizations).","-	Vous devriez envisager de co-créer une carte du pouvoir avec une variété de voix, en particulier celles qui sont affectées par l'abus de pouvoir et qui ont des idées sur la façon d'influencer le changement transformationnel (comme les femmes, les communautés locales, et les activistes des droits des femmes menacés et les organisations).","-	Hay que considerar la cocreación de un mapa de poder con una variedad de voces, sobre todo las de las personas afectadas por el abuso de poder y que tengan ideas de cómo influir en un cambio transformativo (como mujeres, comunidades locales y activistas pro derechos de la mujer bajo amenaza y organizaciones).",EN,TRUE,,,,,
C0192,Edit Text,Ph. B Step 11 -- 11B -- International Codes of Conduct -- Learn More tab,"There are also international codes of conduct that companies endorse. One such code is the United Nations Global Compact, which can be found at: www.unglobalcompact.org.","Replace text on left with: There are also international codes of conduct that companies endorse. Here are some examples of such codes of conduct:
-	United Nations Global Compact: www.unglobalcompact.org
-	The Voluntary Principles on Security and Human Rights: www.voluntaryprinciples.org
-	Principles for Responsible Investment: www.unpri.org
-	OECD Guidelines: www.oecd.org/corporate/mne/
-	The United Nations Guiding Principles Reporting framework www.ungpreporting.org","Replace this text: ""Il existe aussi des codes de déontologie internationaux auxquels les entreprises peuvent adhérer. L’un d’entre eux est le Pacte mondial des Nations Unies, que l’on peut trouver à : www.unglobalcompact.org."" by:
Il existe également des codes de conduite internationaux auxquels les entreprises souscrivent. Voici quelques exemples de ces codes de conduite :
- Le Pacte mondial des Nations unies : www.unglobalcompact.org
- Les principes volontaires sur la sécurité et les droits de l'homme : www.voluntaryprinciples.org
- Principes pour l'investissement responsable : www.unpri.org
- Les principes directeurs de l'OCDE : www.oecd.org/corporate/mne/
- Les Principes directeurs des Nations Unies : www.ungpreporting.org","Replace this text:
Existen también códigos de conducta internacionales a los que las empresas adhieren. Uno de ellos es el Pacto Mundial de las Naciones Unidas, que puede encontrarse en www.unglobalcompact.org.
with:
También existen códigos de conducta internacionales que las empresas respaldan.Los siguientes son algunos ejemplos de tales códigos de conducta:
-	Pacto Mundial de la ONU: www.unglobalcompact.org
-	Los Principios Voluntarios sobre Seguridad y Derechos Humanos: www.voluntaryprinciples.org
-	Principios para la Inversión Responsable: www.unpri.org
-	Lineamientos de la OCDE: www.oecd.org/corporate/mne/
-	El Marco para el Informe de los Principios Rectores de las Naciones Unidas www.ungpreporting.org",EN,,TRUE,,,,
C0193,Move Text,Ph. A Step 3 - Host Government --> Ph. B Step 11C,,"If not done already in entry C0033, move the following content from Ph. A Step 3 to Ph. B Step 11C:
“Also, when thinking about the host government, you should try to look into the relationship it has with the company. Here are some examples of questions you may ask yourself:
•	What are the laws that govern the relationship between the government and the company?
•	Has the host government made promises to the company in terms of tax exemptions?
•	What revenues does the host government expect to receive from the project?
•	Has it set deadlines or conditions the company must meet?
•	Are there penalties?
•	Are some government officials, or their families or friends, involved in or benefiting from the project?”",,,EN,TRUE,,,,,
C0194,Move Text,Ph. D Step 17 -- The company and human rights in theory --> Ph. B Step 11 -- 11A,,"Move the following text and ""Worth browsing"" info from Step 17 to bottom of 11A: The company and human rights in theory
•	How does the company deal with human rights on paper (including its policies, codes of conduct and the clauses in its agreement with the host government)?
•	What commitments has it made?
•	Is it aware of human rights issues in the area where it operates?
•	Is it integrating human rights concerns into its operations?

AND ADD THE FOLLOWING QUESTIONS: 
- Do corporate codes of conduct mention gender equality and promotion of women within their company? 
- Does the company have a gender policy?","Move the following text and ""Worth browsing"" info from Step 17 to bottom of 11A: La compagnie et les droits humains en théorie:
Quelle est la position de l’entreprise en ce qui a trait aux droits humains sur papier (ses politiques, son code de déontologie et les clauses contenues dans l’accord conclu avec l’État hôte) ?
Quels types d’engagements a-t-elle pris ?
Est-elle au courant des enjeux en matière de droits humains dans la région où elle exerce ses activités ?
Intègre-t-elle à ses activités certaines préoccupations relatives aux droits humains ?
 
AND ADD THE FOLLOWING QUESTIONS:
- Les codes de conduite des entreprises mentionnent-ils l'égalité des sexes et la promotion des femmes au sein de leur entreprise ? 
- L'entreprise dispose-t-elle d'une politique de genre ?","Move the following text and ""Worth browsing"" info from Step 17 to bottom of 11A: 
La empresa y los derechos humanos en teoria
De qué manera la compañía trata los derechos humanos en “el papel”, en sus documentos, (incluyendo sus políticas, códigos de conducta y cláusulas en los acuerdos con el Gobierno anfitrión).
¿Qué tipo de compromiso tiene?
¿Está enterada de los problemas de derechos humanos en el área donde opera?
¿Está integrando las inquietudes sobre derechos humanos en sus actividades?
 
AND ADD THE FOLLOWING QUESTIONS:
-- ¿Los códigos de conducta empresariales mencionan la igualdad de género y la promoción de la mujer dentro de su compañía?
-¿La compañía tiene una política de genero?",EN,TRUE,,,,,
C0195,Edit Text,"Ph. C Step 14 -- Selection of Rights Table -- the right to food, operational, community and human rights – question #3.1",1. How are they affected differently than men?,Are they affected differently than men?,NA,NA,EN,,TRUE,,,,
C0200,Edit Text,Ph. B Step 10 -- 10C,"Quel système de protection des droits humains existe-t-il en:

Americas
Africa
Asia
Europe","Replace the following sentence: “Quel système de protection des droits humains existe-t-il en:"" with ""What human rights protection system exists in:""",NA,NA,EN,,TRUE,,,,
