ReferenceID,TypeofChange,Location,OldText,NewTextEN,NewTextFR,NewTextES,Language,Change to Structure,Text Change,Owner,LocationofJSON,Priority,Complete
C0022,Edit Text,Ph. A Step 1- Heading,“Take a preliminary look at the foreign investment project”,"Change title to:
Take a preliminary look at the investment project",Change title of step to: Examen préliminaire du projet d'investissement,Change title of step to: Examen preliminar del proyecto de inversión,EN,,TRUE,,,,
C0023,Edit Text,"Ph. A Step 1 -- ""What is foreign Investment?"" info box",Info box title: “What is foreign investment?”,Replace title with: What is an investment project?,Replace title for: Qu'est-ce qu'un projet d'investissement?,Replace title for: ¿Qué significa un proyecto de inversión ?,EN,,TRUE,,,,
C0024,Edit Text,"Ph. A Step 1 -- ""What is an investment project"" info box (Formerly: What is foreign Investment?)","Foreign investment is when people or companies in one country purchase assets, such as land, natural resources, or existing companies, in another country. In this assessment process, we are looking at cases where a foreign company has purchased assets and is managing them. The end result is called an investment project. It could be a mine, a factory, a water system, or it could take some other form.","Replace text with: 
An investment project is when people or companies purchase assets, such as land, natural resources, or existing companies. In this assessment process, we are looking at cases where a company has purchased assets and is managing them. The end result is called an investment project. It could be a mine, a factory, a water system, or it could take some other form.","In the text, delete ""a l'etranger"" un the first sentence as well as ""dans un autre pays"".","Delete ""extranjera"" in first sentence as well as ""de otro pais"". Delete extranjera in the following sentence.",EN,,TRUE,,,,
C0025,Edit Text,Ph. A Step 1 - list of questions,"Answering questions in this section will help you plan your approach, decide who should be on your team, and determine which activities you will need to carry out.

Is the investment project already operational or is it still in the planning stages?                 ...","Add text after 1st question: 
Is it a national or foreign investment project?",Add text after 1st question: S'agit-il d'un investissement national ou étranger?,Add text after 1st question: ¿Es una inversión nacional o extranjera?,EN,,TRUE,,,,
C0028,Edit Text,Ph. A Step 2 - Learn more tab -- Examples of expertise needed,,"Add text to pop up list: ""Examples of expertise needed"":                                                                                                                                                                                                                               SKILLS AND KNOWLEDGE: Ability to investigate specific impacts (e.g. health) and how they affect different groups of people differently (e.g. men and women)                                                        WHAT KINDS OF PEOPLE AND GROUPS MAY HAVE THESE: A doctor, environmentalist, NGO specialized in women’s rights or gender issues, scientists, academics, etc.","Add text to pop-up list: 
Capacité à enquêter sur des impacts spécifiques (par exemple) sur la santé et sur la façon dont ils affectent inégalement différents groupes de personnes (par exemple les hommes et les femmes) : un médecin, un écologiste, une ONG spécialisée dans les questions relatives aux droits des femmes, des scientifiques, des universitaires, etc.","Add text to pop-up list: 
Capacidad de investigar impactos específicos (v.g.) salud y cómo afectan de distinta manera a distintos grupos de gente (v.g. hombres y mujeres): un médico, ambientalista, ONG especializada en cuestiones de derechos de la mujer, científicos, académicos, etc.",EN,,TRUE,,,,
C0030,Edit Text,Ph. A Step 2- Experiences pop-up,,"Add within existing pop-up:
“Our team was composed of pastoral agents of CPT, legal advisors, and com- munity leaders. The participation of these leaders was made possible by the Association of Fisherfolk and Boat Owners of Sirinhaém, by the Franciscan Province of St. Anthony of Brazil/Sirinhaém, and by the Association of Residents of the Outeiro do Livramento district, one of the neighborhoods in which many former residents of the islands are living today.” (Brazil)
“Our HRIA was conducted from March 2015 to April 2016 by a team made up of an external consultant and foremost investigator, two members of the Observatorio Ciudadano (Citizen Watch), and included the active participation of members of the indigenous community” (Chile)","Add within existing pop-up: 
""Notre équipe était composée d'agents pastoraux du CPT, de conseillers juridiques et de responsables communautaires. La participation de ces leaders a été rendue possible par l'Association des pêcheurs et propriétaires de bateaux de Sirinhaém, par la Province franciscaine de Saint-Antoine du Brésil/Sirinhaém, et par l'Association des résidents du quartier Outeiro do Livramento, l'un des quartiers dans lesquels vivent aujourd'hui de nombreux anciens résidents des îles."" (Brésil)

""Notre EIDH a été réalisée de mars 2015 à avril 2016 par une équipe composée d'un consultant externe et d'un enquêteur principal, de deux membres de l'Observatorio Ciudadano (veille citoyenne), et a inclus la participation active de membres de la communauté indigène"" (Chili).","Add within existing pop-up:
""Nuestro equipo estuvo compuesto de agentes pastorales de la CPT, asesores jurídicos y dirigentes comunitarios. La participación de estos dirigentes fue posible gracias a la Asociación de Pescadores y Propietarios de Embarcaciones de Sirinhaém, la Provincia Franciscana de San Antonio de Brasil/Sirinhaém y la Asociación de Habitantes de Outeiro do Livramento, uno de los barrios donde viven muchas familias de exhabitantes de la isla”. (Brasil)

“Nuestra HRIA fue realizada de marzo de 2015 a abril de 2016 por un equipo compuesto de un consultor externo e investigador principal, dos miembros del Observatorio Ciudadano y contó con la participación de miembros de la comunidad indígena” (Chile)",EN,,TRUE,,,,
C0029,Edit Text,"Ph. A Step 2 - Second Paragraph starting with ""No matter which route you take,..""","No matter which route you take, you need to be clear about what role the outside experts will have in the assessment process, at what point you want them to be involved, and what responsibility you will have to one another. (“Bring in Outside Help” http://hria.equalit.ie/en/phases/index.html#/phase/a/etape/2/)",Delete the paragraph as is appears in double.,,,EN,,TRUE,,,,
C0031,New Info Box,Ph. A Step 2 - new gender info box called: Adopting a Gender-balanced and Intersectional Approach,"Ideally, your core group should be composed of both men and women. This balance can help establish a comfortable environment for interviews, particularly with members of the affected communities. It also ensures the expression of diverse perspectives in the data analysis.

It is important that one or more team members have knowledge or experience in gender issues.","Add new gender info box called: Adopting a Gender-balanced and Intersectional Approach
•	Ideally, your core group should be gender-balanced and, if possible, represent the diversity in the affected communities. Gender balancing is context-specific, and its objective is to amplify diverse perspectives. A gender-balanced team where all members contribute to decision-making helps to signal that the contribution of women, men and gender diverse people, as well as individuals from indigenous communities and those expressing other identities, will be valued in the assessment. It can also help to establish a more inclusive environment for interviews, particularly with members of the affected communities and support the expression of diverse perspectives in the data analysis.
•	To help ensure this occurs, it is important that one or more team members have knowledge or experience in gender- and intersectional- analysis. This person will be responsible for maintaining a focus on gender and diversity issues throughout the assessment project. This includes ensuring the team actively supports the inclusion and effective participation of women, gender diverse people and minorities through the assessment, including setting guidelines for participation that contribute to providing a safe space for all participants, collecting disaggregated data, and ensuring an intersectional approach to the assessment that respects and reflects the experience and views of women, gender diverse people, and minorities.  
•	When developing a team and determining the governance structure, make sure to create spaces and opportunities for everyone on the team to have agency, voice, and the ability to lead on different aspects of the COBHRA process. The aim is for this process to promote a gender transformative approach, though we recognize that this can’t happen immediately but as long as you are keeping it in mind, you are on the right path.","•	Idéalement, votre groupe principal devrait être équilibré en termes de genre et, si possible, représenter la diversité des communautés affectées. L'équilibre entre les genres est spécifique au contexte, et son objectif est d'amplifier les diverses perspectives. Une équipe équilibrée en termes de genre, dont tous les membres contribuent à la prise de décision, permet de signaler que la contribution des femmes, des hommes et des personnes non-conformes au genre, ainsi que des individus issus des communautés autochtones et de ceux qui expriment d'autres identités, sera valorisée dans l'évaluation. Cela peut également contribuer à établir un environnement plus inclusif pour les entretiens, en particulier avec les membres des communautés affectées, et favoriser l'expression de perspectives diverses dans l'analyse des données.
•	Pour s'en assurer, il est important qu'un ou plusieurs membres de l'équipe aient des connaissances ou une expérience en matière d'analyse de genre et d'analyse intersectionnelle. Cette personne sera chargée de maintenir l'attention sur les questions de genre et de diversité tout au long du projet d'évaluation. Il s'agit notamment de s'assurer que l'équipe soutient activement l'inclusion et la participation effective des femmes, des personnes non-conformes au genre et des minorités tout au long de l'évaluation, y compris en établissant des directives de participation qui contribuent à fournir un espace sûr pour tous les participants, en collectant des données désagrégées et en garantissant une approche intersectionnelle de l'évaluation qui respecte et reflète l'expérience et les points de vue des femmes, des personnes non-conformes au genre et des minorités.  
•	Lors de la constitution de l'équipe et de la détermination de la structure de gouvernance, veillez à créer des espaces et des opportunités pour que chaque membre de l'équipe ait un rôle, une voix et la capacité de diriger les différents aspects du processus COBHRA. L'objectif est que ce processus favorise une approche transformatrice de genre, bien que nous reconnaissions que cela ne peut pas se produire immédiatement, mais tant que vous gardez cela à l'esprit, vous êtes sur la bonne voie.","•	Idealmente, su grupo eje debe tener un equilibrio de géneros y, de ser posible, representar la diversidad de las comunidades afectadas. El equilibrio de género es específico a su contexto y su objetivo es amplificar perspectivas diversas. Un equipo con equilibrio de género donde cada integrante contribuya a la toma de decisiones coadyuva a indicar que la aportación de mujeres, hombres y gente de género diverso, así como personas de las comunidades indígenas y quienes expresan otras identidades, sí serán valoradas en la evaluación. Además, puede ayudar a establecer un ambiente más incluyente para las entrevistas, particularmente con miembros de las comunidades afectadas, y a apoyar la expresión de perspectivas diversas en el análisis de datos.
•	A fin de garantizar que así sea, es importante una o más de las personas que integran el equipo tengan conocimientos o experiencia en el análisis de género e interseccional. Esta persona será responsable de mantener la atención en las cuestiones de género y diversidad durante todo el proceso de evaluación. Esto comprende garantizar que el equipo apoye de manera activa la inclusión y la participación efectiva de mujeres, personas de género diverso y minorías mediante la evaluación, lo cual abarcará fijar lineamientos para la participación que contribuyan a brindar un espacio seguro para todas las personas participantes, recopilar datos desglosados y garantizar que la evaluación tenga un enfoque interseccional que respete y refleje la experiencia y los puntos de vista de las mujeres, las personas de género diverso y las minorías.  
•	Al desarrollar un equipo y determinar la estructura de gobernanza, hay que asegurarse de crear espacios y oportunidades para que toda la gente del equipo tenga agencia, voz y la capacidad de dirigir en lo tocante a distintos aspectos del proceso COBHRA. El fin es que este proceso promueva un enfoque transformativo de género, aunque reconocemos que esto no se puede dar de inmediato, pero en tanto se tenga en cuenta, van por buen camino.",EN,TRUE,,,,,
C0033,Edit Text,"Ph. A Step 3 -Top of page, below arrows",,"Add text at top of page before the question ""What is a stakeholder?"": Various stakeholders are gravitating around an investment project and their level of involvement will vary depending on who they are but also depending on the stage in which the investment project is. Among the key stakeholders to involve in the human rights impact assessment process, you will find the local communities, the company, the host government, the home government (in the case of foreign investment) and the workers. Other stakeholders might need to be added depending on your case","Add text at top of the page before the question ""Qu'est-ce qu'un acteur?""
""Diverses parties prenantes gravitent autour d'un projet d'investissement et leur niveau d'implication variera en fonction de qui elles sont mais aussi en fonction du stade auquel se trouve le projet d'investissement. Parmi les principales parties prenantes à impliquer dans le processus d'étude d'impact sur les droits humains, vous trouverez les communautés locales, l'entreprise, le gouvernement hôte, le gouvernement d'origine (dans le cas d'un investissement étranger) et les travailleurs. Il peut être nécessaire d'ajouter d'autres parties prenantes en fonction de votre cas."" 

""Pour avoir une bonne idée des personnes à inclure dans le processus d'évaluation, il est utile d'identifier les différentes parties prenantes par un processus de cartographie."" 
AND CONTINUE WITH THE REST OF THE TEXT.","Add text at top page before the question Que es un actor?
En torno a un proyecto de inversión gravitan diversos interesados cuyo nivel de participación variará según quiénes sean, pero también según la etapa en la que se encuentre el proceso de inversión. Entre los interesados clave con cuya participación debe contarse en el proceso de evaluación de impacto en los derechos humanos estarán las comunidades locales, la compañía, el gobierno anfitrión, el gobierno de origen (en caso de inversión externa) y los trabajadores. Tal vez haga falta agregar a otros interesados según el caso.

Para tener una buena idea de a quiénes incluir en el proceso de valoración, resulta útil identificar a los distintos interesados mediante un proceso de mapeo (y continuar con el resto del párrafo como está).",EN,,TRUE,,,,
C0035,Move Text,Ph. A Step 3- Host Government,,"Move the following content to Ph. B Step 11C:
“Also, when thinking about the host government, you should try to look into the relationship it has with the company. Here are some examples of questions you may ask yourself:
•	What are the laws that govern the relationship between the government and the company?
•	Has the host government made promises to the company in terms of tax exemptions?
•	What revenues does the host government expect to receive from the project?
•	Has it set deadlines or conditions the company must meet?
•	Are there penalties?
•	Are some government officials, or their families or friends, involved in or benefiting from the project?”","Move the following content to Phase B - Step 11C:
 Dans votre analyse du gouvernement hôte, vous devriez essayer de savoir quel type de relation il entretient avec l’entreprise. Voici quelques exemples de questions que vous pourriez vous poser :

Quelles sont les lois qui régissent les relations entre le gouvernement et l’entreprise ?
L’État hôte a-t-il fait des promesses d’exemptions fiscales à l’entreprise ?
Quels revenus l’État hôte s’attend-il à obtenir du projet d’investissement ?
Le gouvernement hôte a-t-il établi des échéances ou des conditions que l’entreprise doit respecter ?
Des pénalités sont-elles prévues ?
Des représentants gouvernementaux, des membres de leur famille ou des amis participent-ils au projet d’investissement ou en bénéficient-ils ?",,EN,,TRUE,,,,
