ReferenceID,TypeofChange,Location,OldText,NewTextEN,NewTextFR,NewTextES,Language,Change to Structure,Text Change,Owner,LocationofJSON,Priority,Complete
C0257,Edit Text,Ph. E Step 21 -- Step Title,Analysis and report,Rename to: ANALYSE YOUR FINDINGS,"●	Rename: Comment assurer l'intersectionnalité dans l'analyse des données  

Add text: Pour préparer une analyse intersectionnelle, il peut être judicieux de réunir votre équipe, des membres de la communauté, des organisations de défense des droits des femmes ou des activistes et tout autre détenteur clé de droits affecté par le projet d'investissement que vous évaluez. C'est l'occasion de regarder ensemble les données que vous avez recueillies et d'identifier les similitudes et les différences dans les expériences vécues par les hommes, les femmes et les personnes non-conformes au genre. Le responsable des questions de genre de votre équipe devrait participer à cet exercice. 

Lorsque vous examinez vos résultats clés, voici quelques questions importantes à vous poser : 
-	Qu'est-ce que les données sur l'égalité de genres et les données intersectionnelles indiquent en termes de groupes de femmes et d'hommes, de filles et de garçons, et de personnes non-conformes au genre qui seront spécifiquement touchés par le projet d'investissement.
-	Comment ces résultats augmentent-ils ou réduisent-ils les inégalités de genre ? 
-	Comment les données intersectionnelles ont-elles un impact sur les pratiques et systèmes discriminatoires actuels ?
Source : Adapté du Guide féministe de l'influence d'Oxfam, https://policy-practice.oxfam.org/resources/oxfams-guide-to-feminist-influencing-620723/ 


o	Analyse des causes profondes de l'inégalité de genre 
Les causes sous-jacentes de l'inégalité de genre et de la marginalisation des femmes et des personnes non-conformes au genre se trouvent dans la plupart, sinon dans toutes les institutions de la société, notamment la famille, la communauté, la religion, le marché et l'État. Chacune de ces institutions peut être discriminatoire envers les femmes et les personnes non-conformes au genre (délibérément ou non) et perpétuer l'inégalité de genre. Par leurs interactions avec ces institutions, les entreprises peuvent, par inadvertance, excuser ou tolérer la discrimination à l'encontre des femmes et des personnes non-conformes au genre. Lorsque vous réalisez votre étude d'impact, essayez de comprendre ces facteurs plus larges (ou causes systémiques) qui contribuent à l'inégalité de genre, et identifiez comment les interactions de l'entreprise avec les institutions concernées contribuent à perpétuer ou à accroître l'inégalité, mais aussi comment ces interactions pourraient garantir que l'entreprise a un impact plus positif sur tous les individus des communautés affectées par les projets d'investissement. Gardez ces causes profondes à l'esprit tout au long du processus, car ces inégalités peuvent être perpétuées par les préjugés ou les structures en place. Vous pouvez vous référer à l'analyse du pouvoir que vous avez effectuée à l'étape 11 pour vous aider à identifier ces causes systémiques.
Source :  Adapté d'Oxfam Australie et Australian Aid, A Guide to Gender Impact Assessment for the Extractive Industries","●	Rename: Cómo garantizar la interseccionalidad en el análisis de datos 

Add text: A fin de preparar un análisis interseccional, puede ser buena idea reunir a su equipo, integrantes de la comunidad, organizaciones o activistas pro derechos de la mujer y todo otro titular de derechos afectado por el proyecto de inversión que se esté valorando. Esta es una oportunidad para que juntos examinen los datos que ustedes hayan recabado e identifique similitudes y diferencias en las vivencias de hombres, mujeres y personas de género diverso. La persona de su equipo a cargo de cuestiones de género debe participar en ese ejercicio.

Al examinar sus hallazgos principales, cada integrante del equipo puede hacerse preguntas importantes como las siguientes:
-	¿Qué indican los datos de igualdad de género e interseccionales respecto a cuáles grupos de mujeres y hombres, niñas y niños y personas de género diverso sufrirán un impacto directo del proyecto de inversión?
-	¿Cómo aumentan o disminuyen estos hallazgos la desigualdad de género? 
-	¿Qué impacto tienen los datos interseccionales en las prácticas y los sistemas discriminatorios actuales?
Fuente: Adaptado de la Guía de Oxfam a la influencia feminista (Oxfam’s Guide to Feminist Influencing): https://policy-practice.oxfam.org/resources/oxfams-guide-to-feminist-influencing-620723/ 


o	Análisis de las causas de raíz de la desigualdad de género
Las causas fundamentales de la desigualdad de género y de la marginación de las mujeres y personas de género diverso se encuentran en la mayoría de las instituciones de la sociedad, si no es que en todas; aquí caben la familia, la comunidad, la religión, el mercado y el Estado. Cada una de estas puede discriminar contra la mujer y las personas de género diverso (deliberadamente o no) y perpetuar la desigualdad de género. A través de sus interacciones con estas instituciones, las empresas pueden, sin darse cuenta, condonar o tolerar la discriminación contra la mujer y las personas de género diverso. Al llevar a cabo su evaluación de impacto, procuren entender esos factores (o causas sistémicas) de mayor amplitud que contribuyen a la desigualdad de género e identificar cómo contribuyen las interacciones de una empresa con instituciones relevantes a perpetrar o incrementar la desigualdad, pero también cómo esas interacciones podrían asegurar que la empresa tuviera un impacto más positivo en todas las personas de las comunidades afectadas por los proyectos de inversión. Tengan presentes estas causas de origen a lo largo de todo el proceso, pues estas desigualdades tal vez se perpetúen mediante sesgos o estructuras existentes. Pueden remitirse al análisis de poder que ya hicieron en el Paso 11, que les ayudara a identificar esas causas sistémicas.
Fuente:  Adaptado de Oxfam Australia y Australian Aid, A Guide to Gender Impact Assessment for the Extractive Industries",EN,,TRUE,,,,
C0258,New Info Box,Ph. E Step 21 -- New gender info box called: How to ensure intersectionality in data analysis,,"Add new gender info box called: How to ensure intersectionality in data analysis                                                                                                                                                                                           To prepare an intersectional analysis, it can be a good idea to bring together your team, members of the community, women’s rights organizations or activists and any other key rights holders affected by the investment project you are assessing. This is an opportunity to look together at data you have collected and identify similarities and differences in the lived experiences of men, women and gender-diverse people. The gender lead from your team should be part of that exercise. 

As you look at your key findings, here are some important questions to ask yourself: 
-	What does the gender equality and intersectional data indicate in terms of which groups of women and men, girls and boys, and gender-diverse peoples will be specifically impacted by the investment project.
-	How are those findings increasing or reducing gender inequality? 
-	How are the intersectional data impacting current discriminatory practices and systems?
Source: Adapted from Oxfam’s Feminist Guide to Influencing, https://policy-practice.oxfam.org/resources/oxfams-guide-to-feminist-influencing-620723/ 

o	Root cause analysis of gender inequality 
The underlying causes of gender inequality and women’s and gender diverse peoples’ marginalization are found in most, if not all, institutions in society — this includes the family, community, religion, market and state. Each of these may discriminate against women and gender diverse peoples (deliberately or not) and perpetuate gender inequality. Through their interactions with these institutions, companies may inadvertently condone or tolerate discrimination against women and gender diverse peoples. As you conduct your impact assessment, try to understand those broader factors (or systemic causes) that contribute to gender inequality, and identify how a company’s interactions with relevant institutions is contributing to perpetrating or increasing the inequality, but also how those interactions could ensure the company has a more positive impact on all individuals from communities affected by investment projects. Keep these root causes in mind throughout the process because these inequalities might be perpetuated through existing bias or structures in place. You can refer to the power analysis you have done in step 11 to help you identifying those systemic causes.
Source: Adapted from Oxfam Australia, Gender Impact Assessment Guide",,,EN,TRUE,,,,,
C0259,Edit Text,"Ph. F Step 25 -- ""Experiences"" tab",,"(Part 2/2, continuation of above) Add text:
File a shadow report with the UN: these reports can be presented to all UN human rights treaty bodies or the Human Rights Council (These can be very labor and resource intensive, so ensure you have the time and resources to devote to this option) http://hrlibrary.umn.edu/iwraw/reports.html http://hrlibrary.umn.edu/iwraw/proceduralguide-08.html; https://www.ushrnetwork.org/sites/ushrnetwork.org/files/10_steps_to_writing_a_shadow_report_-_iccpr.pdf;  https://www.ohchr.org/EN/Issues/IPeoples/IPeoplesFund/Pages/TreatyBodies.aspx)  

Examples of shadow reports:  
http://www2.ohchr.org/english/bodies/hrc/docs/ngos/NCHR_shadow_report_ICCPR_Norway_HRC101.pdf  
http://www2.ohchr.org/english/bodies/cescr/docs/cescr40/ActionAid_India.pdf  
https://wilpf.org/wp-content/uploads/2016/10/CEDAW-Canada-report_final.pdf 

File complaints to regional human rights bodies. By region: 
o	Inter-American Commission on Human Rights & Inter-American Court of Human Rights 
o	African Commission on Human and People’s Rights & African Court on Human and People’s Rights
o	Arab Human Rights Committee
o	ASEAN Intergovernmental Commission on Human Rights
o	European Court of Human Rights & European Committee of Social Rights
•	File a complaint with the Organization for Economic Cooperation and Development (OECD) National Contact Point
•	If the HRIA reveals threats to workers’ rights and the country has ratified ILO conventions, file a complaint or representation to the ILO and its the Governing Body 
o	If your HRIA documents a concern regarding the right to freedom of association and collective bargaining, file a complaint with the ILO Committee on Freedom of Association 
•	Filed amicus curiae brief to investment arbitration dispute-settlement body (ex CELS and ACIJ filed amicus curiae brief to the Tribunal of the International Centre for the Settlement of Investment Disputes (ICSID re HRIA in Argentina, 2006)","(Part 2/2, continuation of above)
•	Déposer une plainte : 
•	Déposez un appel auprès du groupe de travail des Nations unies sur la question des droits humains et des sociétés transnationales et autres entreprises (le groupe de travail écrira ensuite à l'État et à l'entreprise concernés, en espérant que l'État et l'entreprise enquêteront sur les allégations et s'efforceront de remédier à toute violation des droits humains) : suivez les instructions publiées par le Business and Human Rights Resource Center  
o	En fonction des droits sur lesquels porte votre EIDH, il peut y avoir d'autres groupes de travail de l'ONU à contacter. Par exemple, si l'évaluation porte sur le droit à l'égalité des sexes et indique des effets négatifs potentiels sur les femmes, envisagez de soumettre des informations au groupe de travail sur la question de la discrimination à l'égard des femmes. 
•	Déposez une plainte auprès d'un rapporteur des Nations Unies (vous trouverez plus d'informations sur les procédures spéciales des Nations Unies ici).
•	Déposez un rapport alternatif  auprès des Nations unies : ces rapports peuvent être présentés à tous les organes de traités des droits humains des Nations unies ou au Conseil des droits de l'Homme (http://hrlibrary.umn.edu/iwraw/reports.html ; http://hrlibrary.umn.edu/iwraw/proceduralguide-08.html ; https://www.ushrnetwork.org/sites/ushrnetwork.org/files/10_steps_to_writing_a_shadow_report_-_iccpr.pdf ; https://www.ohchr.org/EN/Issues/IPeoples/IPeoplesFund/Pages/TreatyBodies.aspx). 
o	Exemples de rapports alternatifs : 
o	http://www2.ohchr.org/english/bodies/hrc/docs/ngos/NCHR_shadow_report_ICCPR_Norway_HRC101.pdf 
o	http://www2.ohchr.org/english/bodies/cescr/docs/cescr40/ActionAid_India.pdf 
o	https://wilpf.org/wp-content/uploads/2016/10/CEDAW-Canada-report_final.pdf
-	Déposer des plaintes auprès des organes régionaux des droits humains. Par région : 
•	Commission interaméricaine des droits de l'homme & Cour interaméricaine des droits de l'homme 
•	Commission africaine des droits de l'homme et des peuples & Cour africaine des droits de l'homme et des peuples
•	Comité arabe des droits de l'homme
•	Commission intergouvernementale des droits de l'homme de l'ANASE
•	Cour européenne des droits de l'homme et le Comité européen des droits sociaux.
-	Déposer une plainte auprès du point de contact national de l'Organisation de coopération et de développement économiques (OCDE).
-	Si l'EIDH révèle des menaces pour les droits des travailleurs et que le pays a ratifié les conventions de l'OIT, déposez une plainte ou une réclamation auprès de l'OIT et de son Conseil d'administration. 
o	Si votre EIDH révèle une préoccupation concernant le droit à la liberté d'association et à la négociation collective, déposez une plainte auprès du Comité de la liberté d'association de l'OIT. 
•	Dépôt d'un mémoire d'amicus curiae auprès d'une instance d'arbitrage des différends relatifs aux investissements (ex CELS et ACIJ ont déposé un mémoire d'amicus curiae auprès du Tribunal du Centre international pour le règlement des différends relatifs aux investissements (CIRDI concernant l'EIDH en Argentine, 2006).","Part 2/2 - continuation of above:
•	Levantar una denuncia ante un relator de la ONU relevante al tema (para mayores informes sobre Procedimiento Especiales de la ONU, consulte aquí).
•	Levantar un informe paralelo ante la ONU; estos informes se pueden presentar ante todos los organismos de tratados de derechos humanos de la ONU o el Consejo de Derechos Humanos  (http://hrlibrary.umn.edu/iwraw/reports.html; http://hrlibrary.umn.edu/iwraw/proceduralguide-08.html; https://www.ushrnetwork.org/sites/ushrnetwork.org/files/10_steps_to_writing_a_shadow_report_-_iccpr.pdf; https://www.ohchr.org/EN/Issues/IPeoples/IPeoplesFund/Pages/TreatyBodies.aspx)
o	Ejemplos de informes paralelos:
§	http://www2.ohchr.org/english/bodies/hrc/docs/ngos/NCHR_shadow_report_ICCPR_Norway_HRC101.pdf
§	http://www2.ohchr.org/english/bodies/cescr/docs/cescr40/ActionAid_India.pdf
§	https://wilpf.org/wp-content/uploads/2016/10/CEDAW-Canada-report_final.pdf
•	Presentar denuncias ante organismos de derechos humanos regionales. Por región:
o	Comisión Interamericana de Derechos Humanos y Corte Interamericana de Derechos Humanos
o	Comisión Africana de Derechos Humanos y de los Pueblos y Corte Africana de Derechos Humanos y de los Pueblos
o	Comité Árabe de Derechos Humanos
o	Comisión Intergubernamental de la ASEAN sobre Derechos Humanos
o	Corte Europea de Derechos Humanos y Comité Europeo de Derechos Sociales
•	Presentar una denuncia con el Punto de Contacto Nacional de la Organización para la Cooperación y el Desarrollo Económico (OCDE)
•	Si la HRIA revela amenazas a los derechos de los trabajadores y el país ha ratificado convenios de la OIT, presentar una queja o reclamación ante la OIT y su Consejo de Administración
o	Si su HRIA documenta una inquietud sobre el derecho a la libertad de asociación o la negociación colectiva, presentar una queja ante el Comité de Libertad Sindical de la OIT
•	Presentar un escrito en calidad de amicus curiae (“amigo del tribunal”) ante un organismo de arbitraje de inversiones y resolución de controversias (v.g. el CELS y la ACIJ presentaron un escrito de amici curiae al Centro Internacional de Arreglo de Diferencias Relativas a Inversiones (CIADI re HRIA en Argentina, 2006)",,,TRUE,,,,
C0261,Edit Text,"Ph. F Step 25 -- ""Experiences"" tab",,"(Part 1/2, continued below) Add text to the existing pop-up Experiences: 
Examples of follow-up actions to the assessment report for community and civil society organizations 
The following suggestions are based on previous CSO activity intended to complement impact assessments. Options will vary depending on the project by sector, geographic location, home and host country legislation or policy agenda, CSO capacity and knowledge, etc. You can use these suggestions to research possible similar tools across other sectors and governments. :  
•	Raise public awareness about the company’s abuse of the community’s human rights and exert pressure on both the company and government authorities (Note: This does not have to be a large public campaign in order to be successful. Simply working to mobilize the community and demonstrate against the project, attracting attention, can exert pressure on the government or the company to listen to the concerns of the community).   
o	Research the company’s activities: the company may have developed a pattern of behavior and partnering with another community fighting against the same company or industry, or for the realization of the same rights within the country, can amplify the community’s voice and increase pressure 
o	Write and publish articles or blog posts about the findings of the HRIA and the case  
•	Conduct periodic studies monitoring the activities of the company or industry; this includes strengthening an organization’s capacity to conduct an HRIA 
•	If companies and national governments are unwilling to engage, consider turning your advocacy efforts towards investors. For example, PODER launched an investor campaign out of an HRIA conducted on a mining project in Mexico, writing letters to investors of the company and publishing articles in media outlets targeting finance and investments to build pressure. This may require seeking external expertise in investor strategy or partnering with another organization with this specific capacity and knowledge. 
•	You may choose to target the home country of the company. Advocacy strategies could include campaigning for meetings with the relevant government authorities or members of the government’s legislative body. There are also special offices or authorities depending on the country. For example, Canada has created the Canada Target Ombudsperson for Responsible Enterprise (CORE) and the Extractive Sector CSR Counselor, two offices particularly relevant to corporate human rights abuses and business activities overseas. 
•	If the company is party to any CSR initiatives (i.e. MSIs such as the UN Global Compact or industry body), seek to partner with the initiative to exert pressure on the company to change policy and improve practice 
•	If the company offers a grievance mechanism, the community can file a complaint directly with the company. Most companies should offer remedy, however even if they do, these mechanisms vary widely in their accessibility and effectiveness. 
Filing Complaints: 
•	File an appeal with the UN Working Group on the issue of human rights and transnational corporations and other business enterprises (the working group will then write to the relevant state and business, with the expectation the state and business are to investigate the allegations and work to redress any human rights violations): follow these instructions published by the Business and Human Rights Resource Center  
o	Based on which rights your HRIA focuses on, there may be other relevant UN Working Groups to contact. For example, if the assessment focuses on the right to gender equality and indicated potential adverse impacts on women, consider submitting information with the Working Group on the issue of discrimination against women. 
•	File a complaint with a relevant UN rapporteur (more information on UN Special Procedures can be found here).","(Part 1/2, continued below) Add text to the existing pop-up Experiences: 
Exemples d'actions de suivi du rapport d'évaluation pour les organisations communautaires et de la société civile. Les options suivantes offrent des suggestions basées sur des activités antérieures des OSC, destinées à compléter les évaluations d'impact. Les options varieront en fonction du projet, du secteur, de la situation géographique, de la législation ou de l'agenda politique du pays d'origine et du pays hôte, des capacités et des connaissances des OSC, etc. Vous pouvez utiliser ces suggestions pour rechercher d'éventuels outils similaires dans d'autres secteurs et gouvernements :  
•	Sensibiliser le public aux violations des droits humains de la communauté par l'entreprise et faire pression sur l'entreprise et les autorités gouvernementales. (Il n'est pas nécessaire d'organiser une grande campagne publique pour réussir. Le simple fait de travailler à la mobilisation de la communauté et de manifester contre le projet, en attirant l'attention, peut exercer une pression sur le gouvernement ou l'entreprise pour qu'ils écoutent les préoccupations de la communauté.) 
o	Faire des recherches sur les activités de l'entreprise : l'entreprise peut avoir développé un modèle de comportement et s'associer à une autre communauté luttant contre la même entreprise ou industrie, ou pour la réalisation des mêmes droits dans le pays, peut amplifier la voix de la communauté et augmenter la pression. 
o	Rédigez et publiez des articles ou des billets de blog sur les conclusions de l'EIDH et sur l'affaire.  
o	Réaliser des études périodiques pour surveiller les activités de l'entreprise ou de l'industrie ; cela inclut le renforcement de la capacité d'une organisation à réaliser une EIDH. 
•	Si les entreprises et les gouvernements nationaux ne sont pas disposés à s'engager, envisagez de tourner vos efforts de plaidoyer vers les investisseurs. Par exemple, PODER a lancé une campagne auprès des investisseurs à partir d'une EIDH menée sur un projet minier au Mexique, en écrivant des lettres aux investisseurs de l'entreprise et en publiant des articles dans des médias ciblant les finances et les investissements pour faire pression. Cela peut nécessiter de rechercher une expertise externe en matière de stratégie d'investissement ou de s'associer à une autre organisation disposant de cette capacité et de ces connaissances spécifiques. 
•	Vous pouvez choisir de cibler le pays d'origine de l'entreprise. Les stratégies de plaidoyer peuvent consister à faire campagne pour obtenir des réunions avec les autorités gouvernementales compétentes ou les membres de l'organe législatif du gouvernement. Il existe également des bureaux ou des autorités spéciales en fonction du pays. Par exemple, le Canada a créé le Médiateur pour l'entreprise responsable (CORE) et le Conseiller RSE pour le secteur extractif, deux bureaux particulièrement pertinents pour les violations des droits humains par les entreprises et les activités commerciales à l'étranger. 
•	Si l'entreprise participe à des initiatives de RSE (c'est-à-dire à des initiatives multilatérales telles que le Pacte mondial des Nations unies ou à des organismes sectoriels), cherchez à vous associer à ces initiatives pour faire pression sur l'entreprise afin qu'elle modifie sa politique et améliore ses pratiques. 
•	Si l'entreprise propose un mécanisme de réclamation, la communauté peut déposer une plainte directement auprès de l'entreprise. La plupart des entreprises devraient offrir un recours, mais même si elles le font, ces mécanismes varient considérablement en termes d'accessibilité et d'efficacité.","PArt 1/2
Ejemplos de acciones de seguimiento posteriores al informe de evaluación para organizaciones comunitarias y de la sociedad civil:
•	Crear conciencia pública del abuso de la empresa contra los derechos humanos de la comunidad y presionar tanto a la empresa como a las autoridades de gobierno. (Nota: No hace falta que sea una gran campaña pública para que tenga éxito; trabajar para movilizar a la comunidad, manifestarse contra el proyecto y llamar la atención pueden ser actos bastantes para ejercer presión a fin de que el Gobierno o la empresa escuchen las inquietudes de la comunidad.)
o	Investigar las actividades de la empresa: es posible que la empresa haya actuado y actúe así en otros casos, por lo que aliarse con otra comunidad que luche contra la misma empresa o industria, o por la realización de los mismos derechos dentro del país, puede amplificar la voz de la comunidad y aumentar la presión
o	Escribir y publicar artículos o publicaciones en blogs sobre las conclusiones de la HRIA y el caso
•	Realizar estudios periódicos para monitorear las actividades de la empresa o industria; esto incluye fortalecer la capacidad de una organización para realizar una HRIA
•	Si empresas y gobiernos nacionales no están dispuestos a hacer contacto, considere dirigir su trabajo de cabildeo hacia los inversionistas. Por ejemplo, PODER puso en marcha una campaña dirigida a inversionistas a partir de una HRIA realizada sobre un proyecto de minería en México; se les escribieron cartas a inversionistas de la empresa y se publicaron en distintos medios artículos sobre finanzas e inversión para aumentar la presión. Para esto, tal vez haga falta recurrir a un asesoramiento externo en materia de estrategias con inversionistas o formar alianza con otra organización que cuente con esta capacidad y conocimiento específicos.
•	Usted puede decidir poner la mira en el país de origen de la empresa. Entre las estrategias de promoción podría haber campañas para concertar reuniones con las autoridades del Gobierno relevantes o miembros del órgano legislativo del Gobierno. También hay oficinas o autoridades especiales según el país. Por ejemplo, Canadá ha creado la Defensoría del Pueblo de Canadá para la Conducta Empresarial Responsable (CORE) y la Consejería de Responsabilidad Social del Sector Extractivo, dos agencias de particular relevancia para los abusos empresariales contra los derechos humanos y las actividades empresariales en el extranjero.
•	Si la empresa forma parte de cualquier iniciativa de responsabilidad social empresarial (es decir, MSIs como el Pacto Mundial de la ONU o algún órgano de la industria), procure formar alianza con la iniciativa para presionar a la empresa a que cambie de políticas y mejore sus prácticas
•	Si la empresa ofrece un mecanismo de reclamaciones, la comunidad puede levantar una denuncia directamente ante la empresa. La mayoría de las empresas seguramente ofrecerán reparación pero, aún si lo hacen, estos mecanismos varían ampliamente en su accesibilidad y efectividad.
Presentación de denuncias:
•	Presentar una apelación ante al Grupo de Trabajo de la ONU sobre el asunto de derechos humanos y empresas transnacionales y otras empresas (el grupo de trabajo escribirá luego al Estado y empresa correspondientes, con la expectativa de que tanto Estado como empresa investiguen la denuncia y trabajen para reparar cualquier violación a los derechos humanos): siga estas instrucciones publicadas por el Centro de Información sobre Empresas y Derechos Humanos
o	Según los derechos que sean el tema principal de su HRIA, tal vez se pueda contactar a otros Grupos de Trabajo de la ONU que sean relevantes. Por ejemplo, si la evaluación versa del derecho a la igualdad de género e indica posibles repercusiones adversas para la mujer, considere remitirle información al Grupo de Trabajo sobre el tema de discriminación de la mujer.",,,TRUE,,,,
C0263,Edit Text,Ph. E Step 22 -- Examples of Published Reports,,See Getting Started page to review examples of COBHRA reports,,,EN,,TRUE,,,,
C0264,New Info Box,Ph. E Step 23 -- New gender info box called: Getting feedback from women and gender diverse peoples,,"Add new gender info box called: Getting feedback from women and gender diverse peoples  
If your team choses to circulate the draft report for feedback among stakeholders outside of the intimate team, make sure to consult with all relevant stakeholders when inviting comment on your report. This includes seeking out feedback from women, gender diverse peoples and other marginalized groups as well as those with expertise in gender or minority rights to ensure their voices are integrated into the assessment and needs addressed.","[New box title]: Obtenir les commentaires des femmes et des personnes non-conformes au genre 
Si votre équipe choisit de faire circuler le projet de rapport pour obtenir un retour d'information auprès de parties prenantes autres que l'équipe intime, veillez à consulter toutes les parties prenantes concernées lorsque vous les invitez à faire des commentaires sur votre rapport. Il s'agit notamment de solliciter l'avis des femmes, des personnes issues de la diversité sexuelle et d'autres groupes marginalisés, ainsi que des personnes spécialisées dans les questions de genre ou les droits des minorités, afin de s'assurer que leurs voix sont prises en compte dans l'évaluation et que les besoins sont satisfaits.","[New box title]: Obtener comentarios de las mujeres y las personas de género diverso
Si su equipo decide circular el anteproyecto para que los interesados fuera del equipo íntimo hagan comentarios al respecto, cerciórense de consultar a todos los interesados relevantes al solicitar comentarios sobre su informe. Esto comprende solicitar comentarios de mujeres, personas de género diverso y otros grupos marginados, así como de personas con experticia en género o derechos de la minoría a fin de garantizar que sus voces se integren a la evaluación y se atiendan sus necesidades.",EN,TRUE,,,,,
C0265,Edit Text,"Ph. F Step 25 -- Before table named ""Examples of follow-up actions""",,Add text on gender: You can also find interesting tools and guidance in Oxfam’s feminist guide to influencing - https://policy-practice.oxfam.org/resources/oxfams-guide-to-feminist-influencing-620723/,,,EN,,TRUE,,,,
C0266,Edit Text,"Ph. F Step 25 -- Table named ""Examples of follow-up actions""",,"Delete ""Ensure conflict resolution or mediation of differences""",Delete: Résolution des conflits ou médiation des différences,Delete: garantizar la resolución del conflicto o la mediación;,,,TRUE,,,,
C0268,Edit Text,"Ph. F Step 25 -- ""Worth Browsing"" tab -- Corporate Accountability for Human Rights Abuses: A Guide for Victims and NGOs on Recourse Mechanisms",,"Add text: FIDH published an updated version of its long-standing resource “Corporate Accountability for Human Rights Abuses: A Guide for Victims and NGOs on Recourse Mechanisms.” The guide has been revamped in the form of an interactive website to become more accessible and widely used and can be found at https://corporateaccountability.fidh.org/.

With this guide, FIDH seeks to provide a practical tool for victims and their representatives, NGOs, and other civil society groups, including unions, social movements, and activists, to seek justice and obtain reparation for victims of human rights abuses involving multinational corporations.

The guide explores the different avenues available to victims, including judicial and non-judicial recourse mechanisms. It focuses primarily on violations committed by or with the involvement of transnational corporations, their subsidiaries, or their commercial partners in third countries where they operate.","Add text:
La FIDH publie une version mise à jour de son guide “Entreprises et violations des droits humains : un guide sur les recours existants à l’attention des victimes et ONGs”.Le guide a été remanié sous la forme d'un site Web interactif pour devenir plus accessible et plus largement utilisé et peut être consulté à l'adresse suivante : https://corporateaccountability.fidh.org/.
A travers ce guide, la FIDH souhaite fournir un outil pratique pour les victimes, leurs représentants, les ONG et les autres acteurs de la société civile y compris les syndicats, les mouvements sociaux et les activistes, afin qu’ils puissent obtenir justice et réparation pour les violations des droits humains commises par ou avec la complicité des entreprises multinationales.
Ce guide présente les différentes voies à la disposition des victimes, y compris les mécanismes de recours judiciaires ou non-judiciaires. Le guide met principalement l’accent sur les violations commises dans des pays tiers par ou avec le soutien d’entreprises multinationales, leurs filiales ou partenaires commerciaux.","Add text: La FIDH publica una versión actualizada de su guía ""Empresas y violaciones de los derechos humanos: una guía de los recursos existentes para las víctimas y las ONG"". La guía ha sido rediseñada en forma de un sitio web interactivo para que sea más accesible y más ampliamente utilizada y accesible. en: https://corporateaccountability.fidh.org/.
A través de esta guía, la FIDH desea brindar una herramienta práctica a las víctimas, sus representantes, ONG y otros actores de la sociedad civil, incluidos sindicatos, movimientos sociales y activistas, para que puedan obtener justicia y reparación por las violaciones de derechos humanos cometidas por o con el complicidad de empresas multinacionales.
Esta guía presenta las diferentes vías disponibles para las víctimas, incluidos los mecanismos de reparación judiciales y extrajudiciales. La guía se centra principalmente en las infracciones cometidas en terceros países por o con el apoyo de empresas multinacionales, sus filiales o socios comerciales.",,,TRUE,,,,
C0269,New Popup,Ph. F Step 25 - Before  the onscreen table,,"Onscreen: Things to consider if the company and/or the government do not appear to be receptive to the findings
Content of pop-up:
- How will the team publicize the report to get some attention?
- What media outlets would be interested in the story? Think especially about media that cover the industry in question.","Onscreen: Éléments à considérer si la compagnie ou le gouvernement ne semble pas réceptif aux conclusions:
•	Comment l’équipe rendra-t-elle le rapport public afin d’attirer l’attention ? 
•	Quels diffuseurs pourraient être intéressés par le cas ? Pensez particulièrement aux médias qui couvrent l’industrie en question.","Onscreen:
Factores a considerar si la compañía o el Gobierno no se muestran receptivos a las conclusiones:
−	¿De qué modo puede publicitar el equipo el informe para lograr captar la atención?
−	¿Qué medios de comunicación estarían interesados en la historia? Piense especialmente en los medios de comunicación que cubren el sector en cuestión.",,,TRUE,,,,
