ReferenceID,TypeofChange,Location,OldText,NewTextEN,NewTextFR,NewTextES,Language,Change to Structure,Text Change,Owner,LocationofJSON,Priority,Complete
C0150,New Right,"Ph. C Step 13 -- Table named ""Human Rights""",,"Add row called ""The Right to a Healthy Environment"" (questions to be included in step 14 in document in box))",,,EN,TRUE,,,,,
C0152,New Info Box,Ph. C Step 13 -- onscreen-- New gender info box,,"Add within section :How to proceed"", as the last paragraph: 
Right to gender equality
Gender considerations are embedded within each human right, though if you have reason to believe the company is not respecting basic principles of gender equality and are discriminating against women or gender minorities, or the investment project adversely impacts women and gender minorities, you may want to investigate more deeply. In that case, we recommend you to select the right to gender equality below.","Add within section :How to proceed"", as the last paragraph: 
Les considérations de genre sont intégrées dans chaque droit humain, mais si vous avez des raisons de croire que l'entreprise ne respecte pas les principes de base de l'égalité des sexes et pratique une discrimination à l'égard des femmes ou des minorités de genre, ou que le projet d'investissement a un impact négatif sur les femmes et les minorités de genre, vous voudrez peut-être approfondir votre enquête. Dans ce cas, nous vous recommandons de sélectionner le droit à l'égalité des sexes ci-dessous.","Add within section: Como proceder? - as the last paragraph
Las consideraciones de género son parte intrínseca de cada derecho humano, aunque si se tienen motivos para creer que la empresa no respeta principios fundamentales de igualdad de género y discrimina a la mujer o a las minorías de género, o que el proyecto de inversión afecta a la mujer y a las minorías de género, tal vez convenga investigar más a fondo. En tal caso, le recomendamos que seleccione el derecho a la igualdad de género",EN,TRUE,,,,,
C0153,New Right,"Ph. C Step 13 -- Table named ""Human Rights""",,"Add row called ""The Right to Adequate Standard of Living"" (questions to be included in step 14 in document Questions_Adequate Standard of living)","Add row called ""Droit à un niveau de vie adéquat"" (questions to be included in step 14 in document FR- Questions_Adequate Standard of living)","Add row called ""Derecho a un nivel de vida adecuado"" (questions to be included in step 14 in document SP-Questions_Adequate Standard of living)",EN,TRUE,,,,,
C0154,Edit Text,"Ph. C Step 14 -- Selection of Rights Table -- the right to just and favorable working conditions, planning, the community and human rights -- question #1.2",Why?,"If so, why?",NA,NA,EN,,TRUE,,,,
C0156,New Popup,"Ph. C Step 13 -- Table named ""Human Rights"" -- The Right to Adequate Standard of Living",,"Add definition pop up to text created in above entry ""Right to adequate standard of living"", stating: Everyone has the right to his or her basic needs. This means that an individual and his or her family should not be denied health care or food due to lack of income. Everyone should have adequate clothes and housing. Everyone should receive assistance when unemployed, ill, aged, widowed, or incapable of earning a living due to other reasons. Expectant mothers and their children are entitled to special care. All children have the same rights, whether or not their mother is married.","Add definition pop up to text created in above entry ""droit a un niveau de vie adequat"", stating: Toute personne a droit à la satisfaction de ses besoins de base. Cela signifie qu’un individu et sa famille ne doivent pas être privés de soins de santé ou de nourriture en raison d’un revenu insuffisant. Toute personne devrait posséder un vêtement et un logement suffisants, et recevoir de l’aide quand elle est sans emploi, malade, âgée, veuve ou incapable de gagner sa vie pour d’autres raisons. Les mères enceintes et leurs enfants ont droit à des soins spéciaux. Tous les enfants ont les mêmes droits, que leur mère soit mariée ou non.","Add definition pop-up ""derecho a un nivel de vida adecuado"": Toda persona tiene el derecho de satisfacer sus necesidades básicas. Ello significa que una persona o su familia tienen el derecho de que no se les niegue alimentación adecuada por falta de ingresos. Todos deben tener vestido y vivienda adecuados. Toda persona debe recibir asistencia cuando esté desempleada, enferma, anciana, viuda o incapaz de ganarse el sustento por otras razones. Las mujeres embarazadas tienen derecho a disfrutar de cuidados especiales. Todos los niños tienen los mismos derechos, estén o no sus madres unidas en matrimonio.",EN,TRUE,,,,,
C0157,Edit Text,"Ph. C Step 14 -- Selection of Rights Table -- the right to just and favorable working conditions, planning, the community and human rights -- question #2.2","If so, why","If so, why?",NA,NA,EN,,TRUE,,,,
C0158,New Right,"Ph. C Step 13 -- Table named ""Human Rights""",,"Add row called ""The Right to Gender Equality"" (questions to be included in step 14 in document Questions_Gender euqality_FINAL)","Add row called ""Le droit à l'égalité des sexes"" (questions to be included in step 14 in document Questions_Egalite des sexes French FINAL)","Add row called ""Derecho a la egualidad de genero"" (questions to be included in step 14 in document SP_Questions_Gender equality FINAL)",EN,TRUE,,,,,
C0160,Edit Text,Ph. C Step 14 -- Selection of Rights Table -- The Right to Just and Favourable Working Conditions- operational – community and human rights,"10. Do you have the possibility of being promoted? 
11. Do you consider your working hours to be reasonable?","10. Do you have the possibility of being promoted? 
11. Do women and gender-diverse peoples have the possibility of being promoted?
12. Do you consider your working hours to be reasonable?",,,EN,,TRUE,,,,
C0162,Edit Text,"Ph. C Step 14 -- Selection of Rights Table -- the right to freedom from child labor, operational",The Right to Freedom from Child Labou,The right to Freedom from Child Labour,NA,NA,EN,,TRUE,,,,
C0163,Edit Text,Ph. B Step 10 -- 10C -- What is Africa’s regional human rights protection system,"What is Africa’s regional human rights protection system?
Here are the main human rights treaties in Africa. You can find out whether your country has signed or ratified any of these treaties by visiting the African Union’s website www.africa-union.org. On the homepage, go to Quick Links on the left, and click on Treaties, Conventions and Protocols. You will find the status list of several treaties.",Replace link to AU website with the following: https://au.int,,,EN,,TRUE,,,,
