ReferenceID,TypeofChange,Location,OldText,NewTextEN,NewTextFR,NewTextES,Language,Change to Structure,Text Change,Owner,LocationofJSON,Priority,Complete
C0044,Move Text,Ph. A Step 3 - Learn More tab - Company responsibility to respect (formerly: Company Representatives),,"The following content under ""Company responsibility to respect"" should be moved to the Definitions tab: 
(Everything from: ""Here are some of the more common kinds of corporate partnerships or alliances... joint venture, consortium, Subcontractors and suppliers..."" Until ""Another type of alliance or partnership is when company C licenses company D to sell its products or services in a certain market. The companies are not sharing ownership, but they have formed a partnership."")","The content under ""Responsabilité de l'entreprise de respecter"" should be moved to the Definitions tab: 
(Everything from: ""Voice certains des types de partenariats...Coentreprise.... consortium, Sous-traitant"" Until ""Dans ce cas, les entreprises..."")","The content under ""Representantes de la compania"" should be moved to the Definitions tab: 
(Everything from: ""Mencionamos aquí algunas de las alianzas y sociedades más comunes...  Until the end.",EN,,TRUE,,,,
C0046,Move Text,Ph. A Step 3 - Definitions -> Learn More tab - Company responsibility to respect (formerly: Company Representatives),,"Move the following content from definition tab to the ""Learn more"" tab– under Company responsibility to respect (but after the text mentioned above):

Here are some examples of violations committed by a company: 
-	If a company hires 12 year-old children, it is committing a human rights violation according to Convention 138 of the International Labour Organization, which states that children under the age of 14 must not be working
-	If a company fires workers because they are demonstrating peacefully, it is committing a violation against the workers’ right to assembly.","Move the following content from definition tab to the ""Learn more"" tab– under Responsabilité de l'entreprise de respecter (but after the text mentioned above):
Voici quelques exemples de violations commises par une entreprise :

Si une entreprise embauche des enfants de 12 ans, elle commet une violation des droits humains selon la Convention n° 138 de l’Organisation internationale du travail, qui stipule que les enfants de moins de quatorze ans ne doivent pas travailler.
Si une entreprise congédie des travailleurs parce qu’ils manifestent pacifiquement, elle commet une violation du droit de réunion des travailleurs.","Move the following content from definition tab to the ""Learn more"" tab– under Responsabilidad de respetar de la empresa (but after the text mentioned above):
Algunos ejemplos de violaciones cometidos por una compañía :

si una empresa contrata niños de 12 años, está cometiendo una violación de los derechos humanos según el Convenio Nº 138 de la Organización Internacional del Trabajo, que establece que un niño menor de 14 años no debe trabajar;
si la compañía despide a trabajadores por manifestarse de manera pacífica, está cometiendo una violación contra el derecho de los trabajadores de reunirse.",EN,,TRUE,,,,
C0045,New Popup,Ph. A Step 3 -- Company Rep Learn more tab,"Company Representative Learn More tab Starting with :
Here are some of the more common kinds of...",Should be a Company Definition tab,Should be a Company Definition tab,Should be a Company Definition tab,EN,TRUE,,,,,
C0047,New Popup,Ph. A Step 3 - Learn More tab - Guiding Principles,,"New Learn more pop-up Before Affected communities : The UNGPs
The United Nations Guiding Principles on Business and Human Rights were developed by UN Special Representative on business & human rights John Ruggie and endorsed by the UN Human Rights Council in June 2011. They are a set of principles for States and companies to prevent and address human rights abuses committed in business operations. The Guiding principles further elaborate the three pillars that define the responsibilities of these key stakeholders with regards to business and human rights:
Pillar 1: State duty to protect 
Pillar 2: Corporate responsibility to respect
Pillar 3:  Access to remedy for the victims

Text of the Guiding Principles: (PDF: step_3_GuidingPrinciplesBusinessHR_EN)

Useful information on the Guiding Principles can be found by visiting the following website: https://business-humanrights.org/en/un-guiding-principles","New learn more pop-up before Les communautés affectées:
Les Principes directeurs des Nations unies relatifs aux entreprises et aux droits de l'homme ont été élaborés par le représentant spécial des Nations unies pour les entreprises et les droits de l'homme, John Ruggie, et approuvés par le Conseil des droits de l'homme des Nations unies en juin 2011. Ils constituent un ensemble de principes destinés aux États et aux entreprises pour prévenir et traiter les violations des droits humains commises dans le cadre d'opérations commerciales. Les principes directeurs précisent les trois piliers qui définissent les responsabilités de ces acteurs clés en ce qui concerne les entreprises et les droits humains :
Pilier 1 : Obligation de l'État de protéger 
Pilier 2 : Responsabilité des entreprises de respecter
Pilier 3 : Accès à un recours pour les victimes

Texte des principes directeurs : https://www.ohchr.org/documents/publications/guidingprinciplesbusinesshr_fr.pdf

Vous trouverez des informations utiles sur les principes directeurs en consultant le site web suivant : https://business-humanrights.org/en/un-guiding-principles","New learn more pop-up, before Comunidades afactadas:
Los Principios Rectores de las Naciones Unidas sobre las Empresas y los Derechos Humanos fueron adoptados por el representante especial de la ONU para la cuestión de las empresas y los derechos humanos, John Ruggie, y avalados por el Consejo de Derechos Humanos de la ONU en junio de 2011. Son un conjunto de principios para que Estados y empresas prevengan y atiendan los abusos de derechos humanos cometidos en operaciones empresariales. Con los Principios Rectores se elaboran más a fondo los tres pilares que definen las responsabilidades de estos interesados clave en lo tocante a las empresas y los derechos humanos:
Pilar 1: Deber de los Estados de proteger
Pilar 2: Responsabilidad de las empresas de respetar los derechos humanos
Pilar 3: Acceso a mecanismos de reparación para las víctimas

Para encontrar información útil sobre los Principios Rectores, visite el sitio web siguiente: https://business-humanrights.org/en/un-guiding-principles",EN,TRUE,,,,,
C0048,New Popup,Ph. A Step 3- Host government,,"Content of the pop-up State Duty to Protect:
""States’ international human rights law obligations require that they respect, protect and fulfil the human rights of individuals within their territory and/ or jurisdiction. This includes the duty to protect against human rights abuse by third parties, including business enterprises. 

The State duty to protect is a standard of conduct. Therefore, States are not per se responsible for human rights abuse by private actors. However, States may breach their international human rights law obligations where such abuse can be attributed to them, or where they fail to take appropriate steps to prevent, investigate, punish and redress private actors’ abuse.""

Source: Guiding principles on business and human rights (2011) 

-	Guiding principles on business and human rights, June 16, 2011
-	General Comment No.16 on State obligations regarding the impact of the business sector on children’s rights, April 17, 2013 
-	General Comment No. 24 on State obligations under the International Covenant on Economic, Social and Cultural Rights in the context of business activities, August 10, 2017,  https://tbinternet.ohchr.org/_layouts/treatybodyexternal/TBSearch.aspx?Lang=en&TreatyID=9&DocTypeID=11","Content of the pop-up Obligation de l'État de protéger:
""Les obligations incombant aux États conformément au droit international des droits de l’homme leur prescrivent de respecter, protéger et mettre en
œuvre les droits fondamentaux des individus sur leur territoire et/ou sous leur juridiction. Les États sont notamment tenus de protéger lorsque des tiers,
y compris des entreprises, portent atteinte aux droits de l’homme sur leur territoire et/ou sous leur juridiction.
L’obligation de protéger incombant à l’État est une norme de conduite. En conséquence, les États ne sont pas tenus responsables à proprement parler
des atteintes aux droits de l’homme commises par des acteurs privés. Ils peuvent toutefois être réputés avoir manqué à leurs obligations en vertu du
droit international des droits de l’homme lorsque ces atteintes peuvent leur être attribuées ou lorsqu’ils ne prennent pas les dispositions voulues pour
empêcher ces atteintes par des acteurs privés, et lorsqu’elles se produisent, enquêter à leur sujet, en punir les auteurs, et les réparer.""

Source: Principes directeurs relatifs aux entreprises et aux droits de l'homme (2011) 

-	Observation générale no 16 (2013) sur les obligations des États concernant les incidences du secteur des entreprises sur les droits de l'enfant, 17 avril 2013 
-	Observation générale no 24 (2017) sur les obligations des États en vertu du Pacte international relatif aux droits économiques, sociaux et culturels dans le contexte des activités des entreprises, 10 août 2017.
https://tbinternet.ohchr.org/SitePages/HomeFr.aspx?lang=fr","Content of the pop-up Deber del estado de proteger:
Las obligaciones internacionales de derechos humanos exigen que los
Estados respeten, protejan y realicen los derechos humanos de las personas que se encuentran en su territorio y/o su jurisdicción. Eso incluye el deber de proteger contra las violaciones de derechos humanos cometidas por terceros, incluidas las empresas.
El deber de protección del Estado es una norma de conducta. Por
consiguiente, los Estados no son en sí mismos responsables de las
violaciones de los derechos humanos cometidas por agentes privados.
Sin embargo, los Estados pueden estar incumpliendo sus obligaciones
internacionales de derechos humanos cuando se les puedan atribuir esas
violaciones o cuando no adopten las medidas adecuadas para prevenir,
investigar, castigar y reparar los abusos cometidos por agentes privados.

Fuente: Principios rectores sobre las empresas y los derechos humanos, https://www.ohchr.org/documents/publications/guidingprinciplesbusinesshr_sp.pdf

Otros recursos:
Observation générale no 16 (2013) sur les obligations des États concernant les incidences du secteur des entreprises sur les droits de l'enfant, 17 avril 2013 
-Observación general núm. 24 (2017) sobre las obligaciones de los Estados en virtud del Pacto Internacional de Derechos Económicos, Sociales y Culturales en el contexto de las actividades empresariales, 10 de agosto 2017.",EN,TRUE,,,,,
C0049,New Popup,Ph. A Step 3- Host government,,"New Worth browsing pop-up called Access to remedy - under Host government
- OHCHR Accountability and Remedy Project: Improving accountability and access to remedy in cases of business involvement in human rights abuses, www.ohchr.org/EN/Issues/Business/Pages/OHCHRaccountabilityandremedyproject.aspx	
- Amnesty International, Injustice incorporated: Corporate abuses and the human right to remedy, 2014, www.amnesty.org/fr/documents/pol30/001/2014/en/","New Worth browsing pop-up called Access to remedy - under Host government
-Projet du HCDH sur la responsabilité et les voies de recours : renforcer la responsabilité et l’accès aux voies de recours en cas d’implication des entreprises dans des violations des droits de l’homme, https://www.ohchr.org/FR/Issues/Business/Pages/OHCHRaccountabilityandremedyproject.aspx
- Amnesty International, Injustice incorporated: Corporate abuses and the human right to remedy, 2014, https://www.amnesty.org/fr/documents/pol30/001/2014/en/","New Worth browsing pop-up called Acceso a mecanismos de reparacion - under Gobierno antifrion
-Proyecto sobre rendición de cuentas y mecanismos de reparación (ARP I) del ACNUDH: Aumentar la eficacia de los mecanismos judiciales en casos en que las empresas incurren en vulneraciones de derechos humanos www.ohchr.org/SP/Issues/Business/Pages/ARP_I.aspx
- Amnesty International, Injustice incorporated: Corporate abuses and the human right to remedy, 2014, https://www.amnesty.org/fr/documents/pol30/001/2014/en/",EN,TRUE,,,,,
C0050,Edit Text,Ph. A Step 3 - Host government,,"Add before Affected Communities:
In 2011, an important step has been made in the area of business and human rights with the adoption of the United Nations Guiding Principles on Business and Human Rights by the United Nations Human Rights Council.
The Guiding Principles are grounded in recognition of: 
(a) States’ existing obligations to respect, protect and fulfil human rights and fundamental freedoms; 
(b) The role of business enterprises as specialized organs of society performing specialized functions, required to comply with all applicable laws and to respect human rights; 
(c) The need for rights and obligations to be matched to appropriate and effective remedies when breached. 

These Guiding Principles apply to all States and to all business enterprises, both transnational and others, regardless of their size, sector, location, ownership and structure.
Source: UNGPs, p.1  https://www.ohchr.org/documents/publications/guidingprinciplesbusinesshr_en.pdf","ADD before Les communautés affectées: 
En 2011, une étape importante a été franchie dans le domaine des entreprises et des droits humains avec l'adoption des Principes directeurs des Nations unies relatifs aux entreprises et aux droits de l'homme par le Conseil des droits de l'homme des Nations unies.
""Les Principes directeurs reconnaissent fondamentalement:
a) Les obligations existantes qui incombent aux États de respecter, protéger et mettre en œuvre les droits de l’homme et les libertés fondamentales;
b) Le rôle dévolu aux entreprises en qualité d’organes spécialisés de la société remplissant des fonctions particulières, tenues de se conformer à toutes les
lois applicables et de respecter les droits de l’homme;
c) La nécessité que les droits et obligations s’accompagnent des voies de recours appropriées et efficaces en cas de violation.""
Source: Principes directeurs relatifs aux entreprises et droits de l'homme","Add before Las comunidades afectadas:
En 2011 se dio un paso importante en el área de negocios y derechos humanos con la adopción, en el Consejo de Derechos Humanos de las Naciones Unidas, de los Principios Rectores de las Naciones Unidas sobre las Empresas y los Derechos Humanos.
""Estos Principios Rectores se basan en el reconocimiento de:
a) Las actuales obligaciones de los Estados de respetar, proteger y cumplir los
derechos humanos y las libertades fundamentales;
b) El papel de las empresas como órganos especializados de la sociedad que
desempeñan funciones especializadas y que deben cumplir todas las leyes
aplicables y respetar los derechos humanos;
c) La necesidad de que los derechos y obligaciones vayan acompañados de
recursos adecuados y efectivos en caso de incumplimiento.""
Fuente: Principios rectores sobre las empresas y los derechos humanos, p. 1, www.ohchr.org/documents/publications/guidingprinciplesbusinesshr_sp.pdf",EN,,TRUE,,,,
C0051,Edit Text,Ph. A Step 3 - Definition pop-up,"A company commits a violation when it is guilty of an action that infringes upon international and national human rights law. 
Source: Amnesty International. Human Rights for Human Dignity: A primer on economic, social and cultural rights (2005)","Replace with:
The corporate responsibility to respect human rights means to act with due diligence to avoid infringing the rights of others and to address adverse impacts that may occur. 
The corporate responsibility to respect human rights exists independently of States’ duties or capacity. It constitutes a universally applicable human rights responsibility for all companies, in all situations. 

Source: Amnesty International. Human Rights for Human Dignity: A primer on economic, social and cultural rights, 2nd edition (2014), https://www.amnesty.org/en/wp-content/uploads/2021/06/pol340012014en.pdf","ERASE :Un acteur commet une violation lorsqu’il se rend coupable d’une action qui contrevient au droit international et national relatif aux droits humains.

Source : Amnesty International, Dignité et droits humains – une introduction aux droits économiques, sociaux et culturels (2005)

Replace with: 
La responsabilité des entreprises de respecter les droits de l'homme signifie qu'elles doivent agir avec la diligence requise pour éviter de porter atteinte aux droits d'autrui et pour remédier aux effets négatifs qui peuvent se produire. 
La responsabilité des entreprises de respecter les droits de l'homme existe indépendamment des devoirs ou de la capacité des États. Elle constitue une responsabilité universellement applicable en matière de droits de l'homme pour toutes les entreprises, dans toutes les situations.
Source: Amnesty International. Human Rights for Human Dignity: A primer on economic, social and cultural rights, 2nd edition (2014), https://www.amnesty.org/en/wp-content/uploads/2021/06/pol340012014en.pdf","ERASE: Un actor comete una violación cuando realiza el abuso principal, el acto que constituye una trasgresión de las leyes nacionales e internacionales.

Fuente : Amnistía Internacional, Derechos humanos para la dignidad humana. Una introducción a los derechos económicos, sociales y culturales (2005).
REplace with:
La responsabilidad empresarial de respetar los derechos humanos significa actuar con la debida diligencia para evitar infringir los derechos de los demás y atender los impactos adversos que ocurran.
La responsabilidad empresarial de respetar los derechos humanos existe independientemente de los deberes o la capacidad de los Estados. Constituye una responsabilidad de derechos humanos de aplicación universal para todas las empresas en todas las situaciones.",EN,,TRUE,,,,
C0052,Edit Text,Ph. A Step 3- definition What does being complicit mean,"What does being complicit means...
Erase this paragraph:

“Unfortunately there is no established definition of complicity. As part of his broad mandate as the UN Secretary General’s Special Representative on the issue of human rights and transnational corporations and other business enterprises, John Ruggie must research and clarify the implications for transnational corporations and other business enterprises of concepts such as “complicity” and “sphere of influence”. For more information on John Ruggie’s work, visit the Business and Human Rights website: business-humanrights.org",Paragraph to erase,"Erase this paragraph: 
Malheureusement, il n’existe aucune définition établie de la complicité. Dans le cadre de son vaste mandat à titre de Représentant spécial du Secrétaire général des Nations Unies pour la question des droits de l’homme et des sociétés transnationales et autres entreprises, John Ruggie doit effectuer des recherches sur des concepts tels que la « complicité » et la « sphère d’influence » et en clarifier les implications pour les entreprises. Pour obtenir plus d’information sur le travail de John Ruggie, visitez le site Web de Business and Human Rights : www.business-humanrights.org/Home","Erase this paragraph:
Lamentablemente, no se ha establecido una definición de complicidad. Como parte de su amplio mandato en calidad de Representante Especial del Secretario General de las Naciones Unidas sobre la cuestión de los derechos humanos y las corporaciones internacionales y otras empresas de negocio, John Ruggie debe buscar y esclarecer el significado de conceptos tales como “complicidad” y “esfera de influencia” para las corporaciones transnacionales y otras empresas de negocio. Para obtener más información sobre el trabajo de John Ruggie se puede visitar el sitio Web del Centro de Información sobre Empresas y Derechos Humanos : www.business-humanrights.org/Home",EN,,TRUE,,,,
C0053,Edit Text,Ph. A Step 3- definition What does being complicit mean,,"Add at the end of the box: 
To learn more about the notion of complicity, read the reports of the International Commission of Jurists Expert Legal Panel on Corporate Complicity in International Crimes (ICJ):  Corporate Complicity and Legal Accountability
•	Volume 1: Facing the Facts and Charting a Legal Path, https://www.icj.org/wp-content/uploads/2009/07/Corporate-complicity-legal-accountability-vol1-publication-2009-eng.pdf 
•	Volume 2: Criminal Law and International Crimes, Corporate-complicity-legal-accountability-vol2-publication-2009-eng 
•	Volume 3: Civil Remedies, Corporate-complicity-legal-accountability-vol3-publication-2009-eng","Add at the end of the box: 
Pour en apprendre davantage sur la notion de complicité, vous pouvez lire les rapports de la Commission Internationale de Juristes - Défenseurs de la justice et des droits humains (CIJ):  Complicité des entreprises et Responsabilité juridique
•	Volume 1: Affronter les faits et établir une voie juridique, www.icj.org/wp-content/uploads/2009/07/Corporate-complicity-legal-accountability-vol1-publication-2009-fra.pdf
•	Volume 2: Droit pénal et crimes internationaux, www.icj.org/wp-content/uploads/2009/07/Corporate-complicity-legal-accountability-vol2-publication-2009-fra.pdf
•	Volume 3: Recours civils, www.icj.org/wp-content/uploads/2009/07/Corporate-complicity-legal-accountability-vol3-publication-2009-fra.pdf","At the end of the box:
Para obtener más informaciones sobre el concepto de la complicidad, consulten las publicaciónes de la Comisión Internacional de los Juristas (International Commission of Jurists – ICJ): Corporate Complicity and Legal Accountability:
 •	Volume 1: Facing the Facts and Charting a Legal Path, https://www.icj.org/wp-content/uploads/2009/07/Corporate-complicity-legal-accountability-vol1-publication-2009-eng.pdf 
•	Volume 2: Criminal Law and International Crimes, Corporate-complicity-legal-accountability-vol2-publication-2009-eng 
•	Volume 3: Civil Remedies, Corporate-complicity-legal-accountability-vol3-publication-2009-eng",EN,,TRUE,,,,
